ID,Li_centroid_THz,Li_std_THz,Li_skewness,Li_spectral_entropy,Li_peak_THz,Li_q05_THz,Li_q50_THz,Li_q95_THz,Li_bandwidth90_THz,Li_fraction_below_2THz,Li_fraction_below_5THz,Li_fraction_below_10THz,Li_fraction_below_20THz,total_centroid_THz,total_std_THz,total_skewness,total_spectral_entropy,total_peak_THz,total_q05_THz,total_q50_THz,total_q95_THz,total_bandwidth90_THz,total_fraction_below_2THz,total_fraction_below_5THz,total_fraction_below_10THz,total_fraction_below_20THz,Li_total_centroid_difference_THz,Li_total_peak_difference_THz,Li_total_distribution_overlap,Li_to_total_low_frequency_ratio_2THz,Li_to_total_low_frequency_ratio_5THz,Li_to_total_low_frequency_ratio_10THz
00x,10.493245350171728,2.797193847603541,1.017770031316273,0.48166394661147566,10.5,4.826616829628197,10.122228369367148,14.265843775636638,9.439226946008441,0.0039007656650176057,0.04361309256280285,0.36079805918821206,0.9945515770028673,15.313644682628844,10.952826109261602,0.6402720251922674,0.7196984364399324,3.5,1.982819334494082,11.539921701923904,34.73012545223428,32.7473061177402,0.023466957289187046,0.2079381068474041,0.4042077670887423,0.7039295184693853,-4.820399332457116,7.0,0.42531251841889295,0.16622375099369935,0.2097407407619058,0.8926054582939279
019,7.938949219020507,4.051196272090067,0.978188987339006,0.578192964421533,4.5,1.860526353348109,7.250747047530898,13.339875694599002,11.479349341250893,0.028788632112837123,0.29820364235548824,0.6736659046071432,0.9958342939633186,14.647651407688862,9.659394357881279,0.5834453288771714,0.6931623185180222,8.5,2.3814964608502853,11.288334429991075,30.242893583918377,27.86139712306809,0.013941963333192127,0.1646352760388869,0.4273782655434256,0.7449549957648944,-6.708702188668355,-4.0,0.6178537697088871,2.0648908209576913,1.8112985839380649,1.5762755360302534
09w,8.50496086741819,3.1641061688788827,-0.2714841873406139,0.54130850569504,9.5,2.4227335869001934,8.457464462829277,12.646344842877234,10.22361125597704,0.02127858620078192,0.16444710209719404,0.6461284015994924,0.9999999999999999,7.5215035250835065,4.24825509767006,0.41899230264714077,0.5820649378499504,2.5,1.0214653347374891,6.658215591147598,15.804387325850628,14.78292199111314,0.08686223931851018,0.3351962753378867,0.7134963524756578,1.0,0.9834573423346828,7.0,0.7713498063781346,0.24496934879558754,0.4905994314269364,0.9055805251948169
0fh,9.378996771657496,4.103321963761891,0.6699318528254709,0.5934126486727055,13.5,2.706809793073779,8.870365918505593,15.120398348193843,12.413588555120064,0.0050963775811469075,0.1635037323833903,0.5532733336323302,0.9955194923092636,15.038981563965939,9.904968416899003,0.6968391097627196,0.7080710000191883,7.5,2.6960300790763583,11.739832325984437,32.25486789538599,29.558837816309634,0.006983047346199112,0.13443542321416185,0.3997164562479216,0.7574160368333953,-5.6599847923084425,6.0,0.6617354243635097,0.7298214273057846,1.2162250727839885,1.384164512078947
0iv,6.542401617855616,1.861631217083844,0.7746766901748439,0.4220202219976897,6.5,2.8183089218147743,6.084927470803244,8.656922687151692,5.838613765336918,0.004642713205844803,0.1668417581455841,0.9854585733050688,0.9999999999999998,7.590747048672352,4.403411351538977,1.1158076414411868,0.5302943131696127,6.5,1.9734171244086751,6.000657164528794,16.763701266084528,14.790284141675853,0.018133991788053708,0.29201021399931043,0.810862063901579,0.9999999999999998,-1.0483454308167355,0.0,0.7002350347427839,0.25602268160854275,0.5713558983453164,1.2153220839601173
10s,8.16644757965343,3.439745127698412,-0.14269651401958175,0.5630010785054117,11.5,1.844732815249948,8.044373350595881,12.716543870548064,10.871811055298116,0.03190900965838213,0.2234881334579773,0.6557721172116714,1.0,7.416563965468318,4.487766266233921,0.5066391711380364,0.594947965002046,2.5,0.9524564787597732,6.349569347377244,15.938611955928224,14.98615547716845,0.09530626404873185,0.37026455056439567,0.7107848997806805,1.0,0.7498836141851131,9.0,0.7767752082779742,0.334804957227853,0.6035904142519544,0.9226027697184003
11b,9.32009348293048,3.5650218267004545,-0.2402038545527489,0.5393682287345035,10.5,2.6670490850955457,9.118941699770996,14.02060610924361,11.353557024148065,0.009932854412704008,0.14547510254368723,0.5476060315930367,1.0000000000000002,8.603502455070988,3.5412349800992833,0.09094067786647834,0.5445975647253635,7.5,2.651536060462583,7.7193806101377875,13.872724482486397,11.221188422023815,0.009879859648038608,0.18129268114430153,0.6414537085590575,1.0,0.7165910278594918,3.0,0.8844893664947467,1.005363918775498,0.8024322969105135,0.8536953240525533
122,8.524751010136756,3.1329844585897746,-0.13097885992732616,0.5493617672832888,7.5,2.2461181790471727,8.067829902307965,13.135708865525952,10.88959068647878,0.02312400829405932,0.13190378720738422,0.6700422522248858,0.9999999999999999,7.865308482633253,4.46188279207108,0.49907616714004,0.5912343758798041,2.5,1.27240096284241,6.904779637143074,16.214424810711026,14.942023847868617,0.06158522080119576,0.308333761896225,0.7033634244225462,1.0000000000000002,0.6594425275035025,5.0,0.7314812345585542,0.3754798309273958,0.42779547201119894,0.9526259526147287
13q,8.410752351678523,3.16203731498361,-0.26323850053460357,0.54463645761085,10.5,2.220219530516096,8.324716769807633,12.43713945559119,10.216919925075093,0.02623432972925551,0.16458077241144548,0.6291315425964322,1.0,7.669841503520583,4.2877086004736515,0.4001853359011486,0.591315800258839,10.5,1.0464696172384258,6.872558034533738,15.392188814001454,14.345719196763028,0.08199430384906796,0.32413461679058064,0.694771187226471,1.0000000000000002,0.7409108481579398,0.0,0.7622193479499833,0.3199530759788714,0.5077543831666059,0.905523363897584
1dm,9.217809729502827,4.047697975297006,0.7720423609029146,0.5868937310098613,13.5,2.730638985324991,8.53140515810189,14.61853570769362,11.88789672236863,0.024659526099040745,0.13749783348637912,0.5862541695880591,0.9953016981291368,15.040141355164844,9.838624681289406,0.7365954601374676,0.7169775364734603,7.5,2.8192780359094627,11.661558389299895,33.067196461680496,30.247918425771033,0.007668066893589613,0.127809128355609,0.39273558749452153,0.7622993642894567,-5.822331625662017,6.0,0.6372853854842393,3.2158725844783294,1.0758060496572106,1.4927452165160282
1e9,8.157934509698995,2.722914662129788,-0.5737406248128444,0.5035219952913959,8.5,2.365394338496276,7.987494867550758,11.495751513336721,9.130357174840444,0.02012692558273991,0.15835016991456768,0.7200763182830012,1.0000000000000002,6.707311751486808,3.2252590772688112,-0.0830783284719455,0.5310324181262458,8.5,1.183793951846435,6.624169550666026,11.113139851348636,9.929345899502202,0.07050967160708134,0.35195686226074674,0.8230994129454771,1.0,1.4506227582121873,0.0,0.7752964097159316,0.2854491465355023,0.44991357434381885,0.8748351741695384
1kq,8.323753102073043,3.1802617338057124,-0.17678872698203507,0.5420167697012184,10.5,2.3586073853080247,8.13912217372145,12.544563127671648,10.185955742363623,0.017842839866825215,0.16747317316063826,0.6351619233881391,0.9999999999999998,7.307832460330272,4.452783084059699,0.5019617070745378,0.5878125063333013,2.5,0.9673118724347394,6.22145822981639,15.844894831973509,14.877582959538769,0.09759146498522767,0.36934010107401904,0.7070680035428379,1.0,1.0159206417427713,8.0,0.7167561008023121,0.1828319707007787,0.45343891084026955,0.8983038692255825
1m8,8.181022481919273,3.259234606241263,-0.3550363653892851,0.5392221856889412,9.5,1.9975530146771945,8.504773609291252,12.428597339940575,10.43104432526338,0.026980787831041114,0.21730218656218833,0.6551516931890056,1.0,7.110490830483277,4.069728385625573,0.32274264933117364,0.572735525806025,9.5,0.8285274129784507,6.133618315188032,13.0617504035874,12.23322299060895,0.10816462077787856,0.3669263674365697,0.7180286309690675,0.9999999999999998,1.0705316514359957,0.0,0.7888477027627036,0.24944189363403313,0.5922228704366774,0.9124311551543539
1xf,9.451712087398066,4.147343524267179,0.3784445848724858,0.5891989789687067,10.5,2.169578731854731,9.67282511046749,15.097076475168288,12.927497743313557,0.01714462924022802,0.1755345697752845,0.47798821275582437,0.9960645209865302,14.492358958102884,9.293207736116956,0.8150489696279473,0.7131298550089888,8.5,2.834624348038581,11.550996730374681,32.04919135681645,29.21456700877787,0.008058463753539512,0.1287354765089829,0.39533008184062196,0.7958755009563264,-5.040646870704817,2.0,0.6470124409277469,2.1275307260267318,1.3635291105093013,1.2090863678532973
1xt,11.109599160885471,2.868376539406062,-0.6132827883452646,0.49273575397647856,13.5,5.345518754100633,11.236901905466265,13.829513379589615,8.483994625488982,0.0061246220111282074,0.03299539094046694,0.29645630504057113,0.9973593199906717,9.982950959863752,5.984503796041265,0.3000077806233628,0.6262512130929581,13.5,0.9918106291256632,9.624831034162563,20.910785679784283,19.91897505065862,0.08479901708325142,0.2763980436362773,0.49022016491808373,0.9167095034068276,1.1266482010217196,0.0,0.5663966038282247,0.07222515333067317,0.11937635486265175,0.6047411474599567
20k,11.7919810890883,4.45072565627063,0.018606508336737042,0.6248255391347528,10.5,3.9111287806092845,10.987474018490735,18.469543023778485,14.5584142431692,0.005684192279283605,0.06762624632829976,0.36723867952198985,0.9736276764503066,10.113847308938237,5.188199561457513,0.2631225985528962,0.6469532056982499,11.5,1.9914287879393946,9.408788868201933,18.836997184890865,16.84556839695147,0.02320513328096332,0.2089895795810372,0.5054103728325271,0.9622768909636324,1.6781337801500626,-1.0,0.8109384187942117,0.24495408884148567,0.323586690130056,0.7266148446139592
240,9.15492308546729,3.0256532166153227,-0.37700549897108815,0.5341584916278159,10.5,3.1134401460293692,8.973254580854517,13.065841153987693,9.952401007958324,0.0038550165254088026,0.11908406329194468,0.553672623837531,1.0,8.062168514967802,3.2275800244491384,-0.03986058731255185,0.5484917427671967,8.5,2.2046151095166913,7.682907261507257,12.693674933090795,10.489059823574104,0.011365747846875107,0.2066365603789947,0.6921961304573896,1.0,1.0927545704994888,2.0,0.8393236786580238,0.3391784313135804,0.5762971619036394,0.7998782418382996
2t8,9.442398125263551,3.384321491882607,1.0465277020999344,0.49772044412276195,7.5,4.604351130793996,7.848047095525853,13.953645489902826,9.349294359108828,0.0031118423560401037,0.04596028160016405,0.6527011398160658,0.9965809186645521,12.675618604938279,8.409481384912539,0.9737495963036151,0.6654839669859286,7.5,2.7217349307728393,9.752193651286808,29.078633106063375,26.356898175290535,0.010726378218049918,0.14963740096657316,0.48561382584528906,0.8351652005401797,-3.2332204796747277,0.0,0.5450487024521635,0.2901111906350291,0.307144345620056,1.3440744580942159
2wb,12.117164153674274,4.53459797947797,-0.12658813237399724,0.6248329302553683,15.5,3.7575454402227733,11.510954568274746,18.68421871728617,14.926673277063397,0.003727836624792903,0.07377848728496586,0.3299154371334795,0.9682327879792338,10.145835709240068,5.063540113893246,0.16645845661339434,0.6407659905688577,3.5,2.053666821778305,9.525251840016864,18.105527956170047,16.051861134391743,0.017512495215556423,0.20551336857914576,0.4983467920055427,0.980510441007309,1.9713284444342065,12.0,0.8127102071356955,0.21286724586690822,0.35899604874878416,0.6620197870759246
3nb,8.817347237101103,2.674182792968652,0.7018397846143334,0.4905790833440613,7.5,3.890994156586145,8.2612003999257,11.93405888493369,8.043064728347545,0.00896164592692471,0.06753044035903108,0.6775596781763531,0.9930064658006579,10.529479523679054,7.239483243199372,0.8063688442734896,0.6376629757999526,3.5,1.6217251228836886,8.249664764123294,23.703458310186473,22.081733187302785,0.04132266370181485,0.26893659768771927,0.585084702701735,0.7954308941270595,-1.7121322865779511,4.0,0.5695327588137832,0.2168699963679041,0.25110171296747535,1.158053996365993
3rx,10.568682936016142,3.38476889663178,-0.1328354464043728,0.544414934017549,13.5,4.083579359370486,10.613939688100707,14.191528836833047,10.107949477462562,0.009036385609982111,0.06040900058839008,0.3986275330207103,0.9851594658757423,10.073561387322755,5.475652374937492,0.5442645688314169,0.648028356475418,12.5,1.6741511712781527,9.211597937238578,21.176655144469706,19.50250397319155,0.04040482411267604,0.2093580017532738,0.5193169514233554,0.920743246785686,0.49512154869338687,1.0,0.6909512882333062,0.22364620582885206,0.2885440254611402,0.7675996940368365
3uq,7.267434423241667,3.7297117552648142,1.6371900045040761,0.5210980835536931,4.5,2.8133684789086306,5.523923045694569,13.972285020374153,11.158916541465523,0.007372872002723912,0.39912352100878207,0.7893949335166317,0.9967559588636647,14.474145591595374,9.832847017996633,0.803359067002301,0.6896938854290983,7.5,2.640198734387815,11.114122122726995,32.034742501600206,29.39454376721239,0.008133945244980312,0.15614932983973975,0.42281509623515223,0.7823308698968999,-7.206711168353706,-3.0,0.5792671309757145,0.9064324605914849,2.5560373612772676,1.8669979869347024
3zo,8.089780993068764,3.389717302225984,-0.22142924053795002,0.5528162962208487,10.5,1.8854309001209362,8.081222782823874,12.54141120964627,10.655980309525335,0.031997224478786626,0.22726017897283074,0.6495541375302273,0.9999999999999999,6.899537630663989,4.111411427756446,0.521808719537769,0.5765745585155762,2.5,0.9299195386705518,5.861745366519295,13.151831393639727,12.221911854969175,0.09892193302245997,0.39945713435179464,0.743776596178507,1.0,1.1902433624047752,8.0,0.7895299515387618,0.32345935326113917,0.5689225687297071,0.8733188713756378
419,11.74471868277465,4.316265232448352,-0.06728364197645381,0.6169091750203531,10.5,3.7317549119780966,11.008927333536272,18.298356495248086,14.566601583269989,0.0060627137322369065,0.06869598277738657,0.3309679853992847,0.9776710424406387,9.920920579101962,5.156654454451226,0.2036588428473121,0.6420182397910584,3.5,1.8223365572864842,9.408616834302444,18.200118959639013,16.37778240235253,0.027152836722152632,0.22684619959922686,0.505112710417795,0.9715009980067124,1.8237981036726882,7.0,0.7893042711824612,0.2232810440498338,0.3028306530977947,0.6552359078937656
472,11.14756985632889,3.998196556153065,0.18096646365281993,0.6016107712908354,10.5,4.11513957078745,10.624011575444554,16.63762889558958,12.522489324802129,0.001773891088766302,0.06336801854991198,0.39067695245621925,0.9895949898362951,13.301125106191735,7.818167902813716,0.7769535961630265,0.7143179002629924,12.5,2.5101285662512436,11.513541014158939,29.2208030213926,26.71067445514136,0.006425558076590111,0.13204415695038785,0.39205057965481604,0.8113832376722455,-2.153555249862846,-2.0,0.7192455898808332,0.27606801893660005,0.47990020924379756,0.9964963010645049
47i,11.349909623945674,3.622997269953153,0.10465162959708182,0.5706761905646136,11.5,4.360759265763196,10.965870929016559,16.640103273531025,12.279344007767829,0.0034367238632263047,0.05299039082634156,0.3052849785236963,0.9916255965420557,13.945221382983654,8.855101706742559,0.896904266845889,0.6916961539810518,11.5,2.575730026449618,11.499427904654445,32.209326037359205,29.633596010909585,0.009297632053902612,0.15288842246612339,0.35979251390325395,0.8025350842128485,-2.5953117590379797,0.0,0.6703699432878587,0.36963431584537326,0.34659518341281226,0.8485028640862317
4ba,6.56602803836658,3.4997721317036876,1.829082781332923,0.49448901282652846,4.5,2.0940017824787196,4.596322492909431,11.132083590050325,9.038081807571604,0.021415842395141126,0.49368559626403474,0.8567038270753007,0.9963363772071913,14.035261974540227,9.767646582194251,0.8775008041887437,0.6683419351321915,7.5,2.4495911979343257,10.473932130407539,31.375987662016716,28.92639646408239,0.010062987773881217,0.16197044641294167,0.44484418629318423,0.7930228450414166,-7.469233936173646,-3.0,0.5333506423933474,2.1281793117871595,3.047997997149365,1.9258514632147432
