ID,LiPDOS_000.00_001.00THz,LiPDOS_001.00_002.00THz,LiPDOS_002.00_003.00THz,LiPDOS_003.00_004.00THz,LiPDOS_004.00_005.00THz,LiPDOS_005.00_006.00THz,LiPDOS_006.00_007.00THz,LiPDOS_007.00_008.00THz,LiPDOS_008.00_009.00THz,LiPDOS_009.00_010.00THz,LiPDOS_010.00_011.00THz,LiPDOS_011.00_012.00THz,LiPDOS_012.00_013.00THz,LiPDOS_013.00_014.00THz,LiPDOS_014.00_015.00THz,LiPDOS_015.00_016.00THz,LiPDOS_016.00_017.00THz,LiPDOS_017.00_018.00THz,LiPDOS_018.00_019.00THz,LiPDOS_019.00_020.00THz,LiPDOS_020.00_021.00THz,LiPDOS_021.00_022.00THz,LiPDOS_022.00_023.00THz,LiPDOS_023.00_024.00THz,LiPDOS_024.00_025.00THz,LiPDOS_025.00_026.00THz,LiPDOS_026.00_027.00THz,LiPDOS_027.00_028.00THz,LiPDOS_028.00_029.00THz,LiPDOS_029.00_030.00THz,LiPDOS_030.00_031.00THz,LiPDOS_031.00_032.00THz,LiPDOS_032.00_033.00THz,LiPDOS_033.00_034.00THz,LiPDOS_034.00_035.00THz,LiPDOS_035.00_036.00THz,LiPDOS_036.00_037.00THz,LiPDOS_037.00_038.00THz,LiPDOS_038.00_039.00THz,LiPDOS_039.00_040.00THz,LiPDOS_040.00_041.00THz,LiPDOS_041.00_042.00THz,LiPDOS_042.00_043.00THz,LiPDOS_043.00_044.00THz,LiPDOS_044.00_045.00THz,LiPDOS_045.00_046.00THz,LiPDOS_046.00_047.00THz,LiPDOS_047.00_048.00THz,LiPDOS_048.00_049.00THz,LiPDOS_049.00_050.00THz,LiPDOS_050.00_051.00THz,LiPDOS_051.00_052.00THz,LiPDOS_052.00_053.00THz,LiPDOS_053.00_054.00THz,LiPDOS_054.00_055.00THz,LiPDOS_055.00_056.00THz,LiPDOS_056.00_057.00THz,LiPDOS_057.00_058.00THz,LiPDOS_058.00_059.00THz,LiPDOS_059.00_060.00THz,LiPDOS_060.00_061.00THz,LiPDOS_061.00_062.00THz,LiPDOS_062.00_063.00THz,LiPDOS_063.00_064.00THz,LiPDOS_064.00_065.00THz,LiPDOS_065.00_066.00THz,LiPDOS_066.00_067.00THz,LiPDOS_067.00_068.00THz,LiPDOS_068.00_069.00THz,LiPDOS_069.00_070.00THz,LiPDOS_070.00_071.00THz,LiPDOS_071.00_072.00THz,LiPDOS_072.00_073.00THz,LiPDOS_073.00_074.00THz,LiPDOS_074.00_075.00THz,LiPDOS_075.00_076.00THz,LiPDOS_076.00_077.00THz,LiPDOS_077.00_078.00THz,LiPDOS_078.00_079.00THz,LiPDOS_079.00_080.00THz,LiPDOS_080.00_081.00THz,LiPDOS_081.00_082.00THz,LiPDOS_082.00_083.00THz,LiPDOS_083.00_084.00THz,LiPDOS_084.00_085.00THz,LiPDOS_085.00_086.00THz,LiPDOS_086.00_087.00THz,LiPDOS_087.00_088.00THz,LiPDOS_088.00_089.00THz,LiPDOS_089.00_090.00THz,LiPDOS_090.00_091.00THz,LiPDOS_091.00_092.00THz,LiPDOS_092.00_093.00THz,LiPDOS_093.00_094.00THz,LiPDOS_094.00_095.00THz,LiPDOS_095.00_096.00THz,LiPDOS_096.00_097.00THz,LiPDOS_097.00_098.00THz,LiPDOS_098.00_099.00THz,LiPDOS_099.00_100.00THz
00x,0.0031236821642693377,0.01991580976835864,0.04534390677023956,0.08151257459242571,0.10770050404990655,0.11549816910197691,0.013106774233234642,0.19883817866837922,0.8843874773223895,0.6615914688730009,1.3213519771583462,1.1851349338513493,0.755392496691246,0.12116582501540751,0.1266819225587108,0.12893362830083,0.0796936831836641,0.01565511643826678,0.0,0.00919375554956936,0.0024850080964302634,0.005244399396210575,0.0076715678251222386,0.00023920873886940086,0.0,4.895303639429471e-05,0.0008098194421206628,0.0013280683384282455,0.0012573220030391852,0.001420455199488302,0.004351594321446939,0.0012660474762178353,0.0013291622651534496,0.00015460283926671536,0.001106180393744438,0.0017554441524429976,0.0010925626356526053,0.0005988316267764304,2.135122457946892e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019,0.008354532463238966,0.5217360115742281,1.0833297951296887,1.8167958525311736,2.060664041533998,1.3719231818473956,1.2236787515853749,1.491997447752956,1.797420618802347,1.0284378566555734,1.3564696948731303,1.9729514224221898,1.231254024095092,0.6280893453108902,0.11664552851833676,0.29222070036670544,0.13915733681521303,0.03106270940319078,0.11251288914516522,0.05178401470237759,0.0,0.0,0.0,0.0,0.0,0.0,0.004153909928785282,0.009993236011538897,0.005780969986155071,0.011227007253072685,0.017514592506703508,0.0016603996250559305,0.0028109811036003407,0.011902853084272635,0.008089098065305222,0.0035708878857825255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09w,0.20901077834897724,1.3383260580025391,2.2634535199796275,2.8513924251512517,5.296086264460906,5.575663528559231,6.573543451690391,5.6387948136257116,6.906515733109032,10.332396905619426,6.852363350755219,8.838540296772436,5.83275097677415,3.9173837406178507,0.0,0.0,0.16091267184802405,0.13089391716886212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fh,0.0040936921681667465,0.10079450140323395,0.6731231297573186,1.2138458508890961,1.373201803224702,1.633863783112436,1.366765212050205,1.8030500670859908,1.4767897249104198,1.7413523462047156,1.6763021336559927,1.6714370739007798,1.6615265963719548,1.976900490765825,0.8805207726112769,0.48084741307404855,0.47669662459910356,0.1270258875929109,0.09904968621121668,0.05153084383518092,0.00025749753268655695,0.0,0.0,0.0,0.0,0.002909846994739951,0.005732788247065912,0.0054867592849987545,0.0073013445328662385,0.014525115893953,0.015509177364052107,0.008560364552415933,0.005053662737815046,0.012254354299702896,0.00969896353494093,0.0022220033215276658,0.0015331506256686112,0.0011679891440969925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0iv,0.0059828077448153836,0.050572575362929334,0.3253870007550883,0.7135661459363536,0.9368805349429608,2.181823019118507,3.208186576971575,2.58192059280654,1.4877436397596977,0.5123372663862789,0.09579193437589062,0.0,0.0,0.010939404440973632,0.0007229520494380637,0.0007967659174301644,0.021755206099287605,0.04713066571934732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10s,0.37008212567374055,1.9395428461735718,3.7984626187659716,4.203783989802462,5.864555688002946,5.2858666508148815,5.560653991210842,5.266350635078339,7.166953140833414,8.009579248807022,7.204443356908818,8.480832382423138,5.125357351495829,2.244579675547854,1.3214804384112,0.13044777768695326,0.19732568425187935,0.2112960788349767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11b,0.03190372044509733,0.14516653814722558,0.5382465155706744,1.0536989658512126,0.824328827002641,0.8130213666846595,1.6090020702856536,1.659629208819374,0.8599123712218661,2.22711224696486,2.4705056213620544,0.2818979795765202,1.4288983628939125,2.0588367677464703,1.7925791610482165,0.031984723870838394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.2933897633031749,1.3788272115532538,2.6048720028643073,2.43816892648723,2.8233890816912623,4.428652148053777,7.342098160886756,9.630439520312954,9.188942791643242,8.325450896543444,8.46181050015079,5.626992581765812,4.290499979288988,2.9351387278777565,2.022685640937965,0.0,0.33128004901541885,0.1765759029248386,0.015972720389001438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13q,0.19322205667299538,1.3648292393476908,1.959733210379974,2.668238216008507,3.5883945545751414,4.685006467635084,4.925240812977599,5.399251467216917,5.954745243879408,6.625328031813236,9.558098009274083,5.589065485708261,4.171360331909916,2.0155011764758655,0.0,0.3843094780005103,0.17191397844270995,0.13555081442910222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dm,0.012914637761125506,0.6908840354513944,0.5447763245991751,0.7737505213350446,1.9019507377710223,2.8604620513624064,2.929597853328838,2.4792102373666705,1.9969555984547256,2.541567591588702,1.8094177412435464,2.4036828302643762,2.034554043962803,2.938780655654721,1.1533469934784506,0.3522716756339008,0.6463083466115549,0.10501507725537707,0.09224699519704771,0.13885416521736005,0.006656507506221487,0.0,0.0,0.0,0.0051753818737836355,0.00026969692266476386,0.0075711270598368685,0.010240671777811627,0.014245339095445786,0.014876218536013397,0.015057425793504109,0.012731567347135098,0.010414436821967854,0.008791227877384955,0.016072782323636403,0.008291378433554542,0.0020328038945649496,0.001665980140032275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
