ID,LiPDOS_000.00_000.50THz,LiPDOS_000.50_001.00THz,LiPDOS_001.00_001.50THz,LiPDOS_001.50_002.00THz,LiPDOS_002.00_002.50THz,LiPDOS_002.50_003.00THz,LiPDOS_003.00_003.50THz,LiPDOS_003.50_004.00THz,LiPDOS_004.00_004.50THz,LiPDOS_004.50_005.00THz,LiPDOS_005.00_005.50THz,LiPDOS_005.50_006.00THz,LiPDOS_006.00_006.50THz,LiPDOS_006.50_007.00THz,LiPDOS_007.00_007.50THz,LiPDOS_007.50_008.00THz,LiPDOS_008.00_008.50THz,LiPDOS_008.50_009.00THz,LiPDOS_009.00_009.50THz,LiPDOS_009.50_010.00THz,LiPDOS_010.00_010.50THz,LiPDOS_010.50_011.00THz,LiPDOS_011.00_011.50THz,LiPDOS_011.50_012.00THz,LiPDOS_012.00_012.50THz,LiPDOS_012.50_013.00THz,LiPDOS_013.00_013.50THz,LiPDOS_013.50_014.00THz,LiPDOS_014.00_014.50THz,LiPDOS_014.50_015.00THz,LiPDOS_015.00_015.50THz,LiPDOS_015.50_016.00THz,LiPDOS_016.00_016.50THz,LiPDOS_016.50_017.00THz,LiPDOS_017.00_017.50THz,LiPDOS_017.50_018.00THz,LiPDOS_018.00_018.50THz,LiPDOS_018.50_019.00THz,LiPDOS_019.00_019.50THz,LiPDOS_019.50_020.00THz,LiPDOS_020.00_020.50THz,LiPDOS_020.50_021.00THz,LiPDOS_021.00_021.50THz,LiPDOS_021.50_022.00THz,LiPDOS_022.00_022.50THz,LiPDOS_022.50_023.00THz,LiPDOS_023.00_023.50THz,LiPDOS_023.50_024.00THz,LiPDOS_024.00_024.50THz,LiPDOS_024.50_025.00THz,LiPDOS_025.00_025.50THz,LiPDOS_025.50_026.00THz,LiPDOS_026.00_026.50THz,LiPDOS_026.50_027.00THz,LiPDOS_027.00_027.50THz,LiPDOS_027.50_028.00THz,LiPDOS_028.00_028.50THz,LiPDOS_028.50_029.00THz,LiPDOS_029.00_029.50THz,LiPDOS_029.50_030.00THz,LiPDOS_030.00_030.50THz,LiPDOS_030.50_031.00THz,LiPDOS_031.00_031.50THz,LiPDOS_031.50_032.00THz,LiPDOS_032.00_032.50THz,LiPDOS_032.50_033.00THz,LiPDOS_033.00_033.50THz,LiPDOS_033.50_034.00THz,LiPDOS_034.00_034.50THz,LiPDOS_034.50_035.00THz,LiPDOS_035.00_035.50THz,LiPDOS_035.50_036.00THz,LiPDOS_036.00_036.50THz,LiPDOS_036.50_037.00THz,LiPDOS_037.00_037.50THz,LiPDOS_037.50_038.00THz,LiPDOS_038.00_038.50THz,LiPDOS_038.50_039.00THz,LiPDOS_039.00_039.50THz,LiPDOS_039.50_040.00THz,LiPDOS_040.00_040.50THz,LiPDOS_040.50_041.00THz,LiPDOS_041.00_041.50THz,LiPDOS_041.50_042.00THz,LiPDOS_042.00_042.50THz,LiPDOS_042.50_043.00THz,LiPDOS_043.00_043.50THz,LiPDOS_043.50_044.00THz,LiPDOS_044.00_044.50THz,LiPDOS_044.50_045.00THz,LiPDOS_045.00_045.50THz,LiPDOS_045.50_046.00THz,LiPDOS_046.00_046.50THz,LiPDOS_046.50_047.00THz,LiPDOS_047.00_047.50THz,LiPDOS_047.50_048.00THz,LiPDOS_048.00_048.50THz,LiPDOS_048.50_049.00THz,LiPDOS_049.00_049.50THz,LiPDOS_049.50_050.00THz,LiPDOS_050.00_050.50THz,LiPDOS_050.50_051.00THz,LiPDOS_051.00_051.50THz,LiPDOS_051.50_052.00THz,LiPDOS_052.00_052.50THz,LiPDOS_052.50_053.00THz,LiPDOS_053.00_053.50THz,LiPDOS_053.50_054.00THz,LiPDOS_054.00_054.50THz,LiPDOS_054.50_055.00THz,LiPDOS_055.00_055.50THz,LiPDOS_055.50_056.00THz,LiPDOS_056.00_056.50THz,LiPDOS_056.50_057.00THz,LiPDOS_057.00_057.50THz,LiPDOS_057.50_058.00THz,LiPDOS_058.00_058.50THz,LiPDOS_058.50_059.00THz,LiPDOS_059.00_059.50THz,LiPDOS_059.50_060.00THz,LiPDOS_060.00_060.50THz,LiPDOS_060.50_061.00THz,LiPDOS_061.00_061.50THz,LiPDOS_061.50_062.00THz,LiPDOS_062.00_062.50THz,LiPDOS_062.50_063.00THz,LiPDOS_063.00_063.50THz,LiPDOS_063.50_064.00THz,LiPDOS_064.00_064.50THz,LiPDOS_064.50_065.00THz,LiPDOS_065.00_065.50THz,LiPDOS_065.50_066.00THz,LiPDOS_066.00_066.50THz,LiPDOS_066.50_067.00THz,LiPDOS_067.00_067.50THz,LiPDOS_067.50_068.00THz,LiPDOS_068.00_068.50THz,LiPDOS_068.50_069.00THz,LiPDOS_069.00_069.50THz,LiPDOS_069.50_070.00THz,LiPDOS_070.00_070.50THz,LiPDOS_070.50_071.00THz,LiPDOS_071.00_071.50THz,LiPDOS_071.50_072.00THz,LiPDOS_072.00_072.50THz,LiPDOS_072.50_073.00THz,LiPDOS_073.00_073.50THz,LiPDOS_073.50_074.00THz,LiPDOS_074.00_074.50THz,LiPDOS_074.50_075.00THz,LiPDOS_075.00_075.50THz,LiPDOS_075.50_076.00THz,LiPDOS_076.00_076.50THz,LiPDOS_076.50_077.00THz,LiPDOS_077.00_077.50THz,LiPDOS_077.50_078.00THz,LiPDOS_078.00_078.50THz,LiPDOS_078.50_079.00THz,LiPDOS_079.00_079.50THz,LiPDOS_079.50_080.00THz,LiPDOS_080.00_080.50THz,LiPDOS_080.50_081.00THz,LiPDOS_081.00_081.50THz,LiPDOS_081.50_082.00THz,LiPDOS_082.00_082.50THz,LiPDOS_082.50_083.00THz,LiPDOS_083.00_083.50THz,LiPDOS_083.50_084.00THz,LiPDOS_084.00_084.50THz,LiPDOS_084.50_085.00THz,LiPDOS_085.00_085.50THz,LiPDOS_085.50_086.00THz,LiPDOS_086.00_086.50THz,LiPDOS_086.50_087.00THz,LiPDOS_087.00_087.50THz,LiPDOS_087.50_088.00THz,LiPDOS_088.00_088.50THz,LiPDOS_088.50_089.00THz,LiPDOS_089.00_089.50THz,LiPDOS_089.50_090.00THz,LiPDOS_090.00_090.50THz,LiPDOS_090.50_091.00THz,LiPDOS_091.00_091.50THz,LiPDOS_091.50_092.00THz,LiPDOS_092.00_092.50THz,LiPDOS_092.50_093.00THz,LiPDOS_093.00_093.50THz,LiPDOS_093.50_094.00THz,LiPDOS_094.00_094.50THz,LiPDOS_094.50_095.00THz,LiPDOS_095.00_095.50THz,LiPDOS_095.50_096.00THz,LiPDOS_096.00_096.50THz,LiPDOS_096.50_097.00THz,LiPDOS_097.00_097.50THz,LiPDOS_097.50_098.00THz,LiPDOS_098.00_098.50THz,LiPDOS_098.50_099.00THz,LiPDOS_099.00_099.50THz,LiPDOS_099.50_100.00THz
00x,9.218401992274754e-05,0.0004366797315193654,0.001111853944699323,0.0022600479688762378,0.002897672799835153,0.004779404245280822,0.007530604886593772,0.00627010969370636,0.007364151363305327,0.010870383909063957,0.008464625608080359,0.011090115170181556,0.0022190790950444516,0.0,0.014097199258605374,0.019567655092885213,0.04884100726476019,0.1008926898236407,0.05888596795034284,0.0531266273618683,0.06630985991239244,0.15740533480520982,0.1349798800795225,0.06567270687416146,0.05207983881514184,0.07581400204392119,0.017243888866555115,0.003270430258872319,0.004546266946413624,0.016901970512140502,0.012796594632909481,0.009032874168430589,0.00837160262805804,0.005121159451534164,0.002650533304415593,0.0,0.0,0.0,0.0005690410172521979,0.0009875334977238887,0.0004118545289256249,8.87672192797964e-06,0.00016439042575440698,0.0007235272921448611,0.0006552970986315905,0.0006435591633292944,4.049990503620905e-05,0.0,0.0,0.0,0.0,8.288130837416621e-06,5.415735365715083e-05,8.295139352899991e-05,0.00010284909184457218,0.00012200323521570883,0.00013818299022399496,7.469143051706481e-05,4.93237924335322e-05,0.00019117035071260902,0.00029291804409217027,0.0004438408118245763,0.0001364807775517009,7.787093384688899e-05,8.365862501166295e-05,0.00014137891237453148,2.520761931866806e-05,9.678470887225028e-07,2.504803813171793e-05,0.00016223692942971105,0.0002588552424388533,3.835514296067554e-05,5.6344758857517394e-05,0.00012863461605653592,7.340705286100923e-05,2.797981173161357e-05,3.6149288356366037e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019,7.475706703920951e-05,0.0003789683658406914,0.006246744863478349,0.02208816181647892,0.02324156585767947,0.035592879086993066,0.04668771188406116,0.05198046473399133,0.06051740449726459,0.051394984182661495,0.0403580420794941,0.0341495910287209,0.03302124981658149,0.03343539197780088,0.042223535181973894,0.0388051987197875,0.05152263202283538,0.04609329704582486,0.029303400645699324,0.026549923732936284,0.03805270690148124,0.03561566439313083,0.06248027624621281,0.044668536943325385,0.0348460402875771,0.03202200619207979,0.017280444709483377,0.016830394088784145,0.0060915242182066325,0.00024336563390230087,0.00709318225132985,0.008777001311156215,0.0040790392742362114,0.0034784420286035986,0.0014217960571183427,0.0002651853906647006,0.002349806187549615,0.0037606445835240364,0.0025655375170352064,0.00024679514077415433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2456399041515396e-05,0.00021313786238188548,0.00035373156110008656,0.00018899005200723076,0.00011727242429436075,0.00019668567222095578,0.0003201045935547748,0.00028962177333174613,0.0005809382421453807,0.0003702599370209756,7.088444661029875e-05,1.929002358860634e-05,3.923836355441316e-05,0.0001134229162551121,0.00040089254378761273,0.00024553826391239086,0.0002342823512541655,0.00020502763257055124,0.00014493904826707826,4.899192978242647e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09w,0.00022988824827386404,0.002644375298943138,0.008057838853062726,0.01034648380050223,0.013446400975239813,0.017680041377101628,0.021197018905014367,0.01801461109398483,0.033786174409045265,0.03904426913602627,0.03511542070540924,0.041559698914150525,0.0431379597150938,0.047259753113351705,0.04531773338257545,0.032225551758346,0.046880649788045015,0.04809601393602048,0.06846425603335546,0.0736242621559506,0.03832883182201772,0.055903141987852824,0.07968999316292592,0.04185538543570781,0.052819647117468636,0.027390874296621587,0.04670984401322042,0.0071610298960607735,0.0,0.0,0.0,0.0,0.0011890918426591484,0.0010237386660423673,0.0017861843578055802,1.3835802124813531e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fh,2.5968319301994234e-05,0.00017293872904716073,0.0005618456382664789,0.004335624894531381,0.013759706955268467,0.018946449105198618,0.023149333349422332,0.03582981931591898,0.03334257304677815,0.033379473029656805,0.04061240587672929,0.03877485851765617,0.031177447083890173,0.03523185360296588,0.041373406929946295,0.046234393592687426,0.043878381695034135,0.027876863483998874,0.03214453797668319,0.0524654524893482,0.04544764275104151,0.03600164455485315,0.04310152078821915,0.03811137974597913,0.03151137096270637,0.049219992672279486,0.06380597350215465,0.03224898748293554,0.0343700214695412,0.008413309737470202,0.009896032298674143,0.01346770286065942,0.010336523033945342,0.012825530843563181,0.006092949726381047,7.906891281045993e-05,0.000991717244809496,0.0038209750424579142,0.0014571633739853937,0.0010466516724662333,1.2511462044497053e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014138558863124734,0.00020319794773792908,7.535059528680371e-05,0.0001610865327979095,0.00010550779074893332,0.0001454438719344314,0.00020931873120068242,0.000362394773530541,0.00034336125567509864,0.00028571306287808294,0.00046785720207630845,0.00029158756467068803,0.0001243491437986021,0.00011643710265123868,0.00012911363669051716,0.00022680637232412286,0.00036861637639472864,0.0002372142315152394,0.00023404548453837996,5.259599513693598e-05,5.536818583982077e-05,7.129833570323686e-05,3.1954105529623545e-06,4.264972158611098e-05,1.4101314791943715e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0iv,5.670899233657677e-05,0.00043442834947876,0.0012857916134043326,0.0028657842506252663,0.007655312606463742,0.019056176953034114,0.03465614667068287,0.023921530412171443,0.03079257852730867,0.04611729977007849,0.07107889523534247,0.10803011237901512,0.11542603455106276,0.14793864214724972,0.12333605087920974,0.08861754529445649,0.06531960126562666,0.05681142612154859,0.03245137632422455,0.009607130961748383,0.004774651756114079,0.0030890466984274966,0.0,0.0,0.0,0.0,0.00030533172299951995,0.0005926998112476951,5.934817947788111e-05,0.0,0.0,6.540766667202748e-05,8.818507524956341e-05,0.0016977312620267274,0.0032789553835074446,0.0005900691392088112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10s,0.0005373095133976051,0.004575621921991585,0.010547263723485007,0.016248814499507987,0.024213741336973304,0.02826455356657689,0.02558905121706572,0.032489028803462806,0.037834280330101694,0.0431884685454146,0.04113904425976456,0.03188872954321231,0.04374547755927035,0.033078666652571115,0.0420184428133907,0.030739704213715118,0.028777117189497988,0.07023912128194182,0.038653789670460764,0.07200389056986911,0.046959821441580826,0.0525743693733895,0.06465334876421125,0.052515007873972196,0.03466984735095002,0.03614038341163648,0.013680397812743697,0.01732996768775528,0.018257133771332354,0.0,0.00011942329098194024,0.0016827997750417244,0.001246062193209541,0.0014801237639867802,0.0026345099371409397,0.0002846863403962257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11b,0.0005704878217352465,0.0012191690801296995,0.0026795182074019013,0.005463679303437204,0.012537562252858198,0.017655674713140952,0.03355982175442328,0.025548006436610312,0.024511809422370138,0.021729373551580375,0.019533390495924844,0.026073494216935268,0.04844660666941731,0.0418112573046952,0.048936903573433416,0.04416091782992208,0.021355219670701225,0.026882041961672303,0.058619354081377736,0.06631174324526982,0.0862574078338179,0.05232697588956009,0.00010310537414614104,0.01571011821647211,0.04333710682980364,0.03681773973792904,0.011754755055698184,0.10373683588748302,0.06284316488117098,0.03771255786690139,0.0017942008339810035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0003060884365644384,0.0037510090705322264,0.007827347137463251,0.011239563649499493,0.017382799576925113,0.018638292604828983,0.015089797534971292,0.018626065493658268,0.017380743856526996,0.021662079846414394,0.02193031423921863,0.03931065540940726,0.04870780988077062,0.05282132259482833,0.0643254733627908,0.06884765350507518,0.057100054205937716,0.06996789960779454,0.061687620773486565,0.053439661438191684,0.06457883744704371,0.052434073634692886,0.051094963821994695,0.026717081557185225,0.033453674158807185,0.025876878394194162,0.01982357683911641,0.020764560530729097,0.02147892162652381,0.006491491448214964,0.0,0.0,0.0019054013384284076,0.0026756564526795082,0.0010810824135192687,0.0013606716800938297,0.0002208764318910664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13q,0.000302967510231924,0.0029504883667798173,0.009351495991297186,0.013629377860946612,0.015387664606668131,0.017610149620494616,0.022918514251178992,0.022009044510043183,0.027649550944055808,0.032771518749749345,0.03668856672139168,0.042197157240036684,0.034470579836983095,0.04846018875430044,0.042778971500441874,0.04813314650485307,0.04807615262012105,0.052189320397767615,0.07249331804118324,0.039063368567907965,0.0631928601156768,0.09774554762498083,0.05949956295021617,0.03460862668703024,0.040511883683872825,0.02972511213671191,0.012238414224057182,0.021698416076983362,0.0,0.0,0.002435480042510157,0.004035488910626033,0.001100595592416891,0.001794076750562439,0.0021221206525941744,0.00016027195532865423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dm,2.3747848157823066e-05,0.0004287520769648928,0.018664958302248073,0.005542067871669998,0.006393961433074737,0.012693778436159642,0.012390750580887035,0.014719731295861871,0.026519119112206203,0.04012096652914887,0.04659183991383542,0.053632331139109105,0.05369777360113052,0.048948760803520036,0.042926432240311216,0.04393953082593595,0.03276350158421311,0.037205341172968594,0.046593743791740756,0.042457081028914684,0.03498861562544786,0.028409321472949216,0.041503755592999854,0.04271589662112453,0.03794756923475947,0.03333863867751373,0.049520061116259444,0.053448218074558206,0.030591112755321906,0.009819577644408356,0.002650591440431141,0.009692217533043458,0.01459813360170691,0.00804706046856236,0.002625175889030234,0.001054316751317199,0.00015059406559759204,0.0030815336325641755,0.0034921693639581915,0.0013729689795238407,0.00023322908500079514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.415694130961595e-05,0.00010717682535767803,0.0,9.449574937283954e-06,0.00010268736121547939,0.00016258794042582522,0.0001762392847460787,0.00018257087302812035,0.00024196798163619678,0.00025715673198450857,0.00021825254695796993,0.0003029767664895777,0.0002951685440157271,0.00023240986508304016,0.0002384069220568567,0.00020767862659204123,0.0001663590749791097,0.0001985394199923059,0.0001101255963542047,0.00019789929987848229,0.00023922751047733388,0.00032392671285299597,0.00016091335681406643,0.00012959793663010674,1.4269633806288728e-05,5.6955252798633046e-05,5.207318970645231e-05,6.299015737027193e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
