ID,totalDOS_000.00_002.00THz,totalDOS_002.00_004.00THz,totalDOS_004.00_006.00THz,totalDOS_006.00_008.00THz,totalDOS_008.00_010.00THz,totalDOS_010.00_012.00THz,totalDOS_012.00_014.00THz,totalDOS_014.00_016.00THz,totalDOS_016.00_018.00THz,totalDOS_018.00_020.00THz,totalDOS_020.00_022.00THz,totalDOS_022.00_024.00THz,totalDOS_024.00_026.00THz,totalDOS_026.00_028.00THz,totalDOS_028.00_030.00THz,totalDOS_030.00_032.00THz,totalDOS_032.00_034.00THz,totalDOS_034.00_036.00THz,totalDOS_036.00_038.00THz,totalDOS_038.00_040.00THz,totalDOS_040.00_042.00THz,totalDOS_042.00_044.00THz,totalDOS_044.00_046.00THz,totalDOS_046.00_048.00THz,totalDOS_048.00_050.00THz,totalDOS_050.00_052.00THz,totalDOS_052.00_054.00THz,totalDOS_054.00_056.00THz,totalDOS_056.00_058.00THz,totalDOS_058.00_060.00THz,totalDOS_060.00_062.00THz,totalDOS_062.00_064.00THz,totalDOS_064.00_066.00THz,totalDOS_066.00_068.00THz,totalDOS_068.00_070.00THz,totalDOS_070.00_072.00THz,totalDOS_072.00_074.00THz,totalDOS_074.00_076.00THz,totalDOS_076.00_078.00THz,totalDOS_078.00_080.00THz,totalDOS_080.00_082.00THz,totalDOS_082.00_084.00THz,totalDOS_084.00_086.00THz,totalDOS_086.00_088.00THz,totalDOS_088.00_090.00THz,totalDOS_090.00_092.00THz,totalDOS_092.00_094.00THz,totalDOS_094.00_096.00THz,totalDOS_096.00_098.00THz,totalDOS_098.00_100.00THz
00x,2.486609846273149,12.949481785200343,13.473481363575281,3.4504289129008363,10.47073243893879,9.925669159707553,8.084229129701185,6.549869868631397,5.410213992588368,1.7891866645270795,2.913191701253055,2.5469102963139676,0.19769116866019942,2.489717644190435,2.175015581941608,7.456179659325514,3.4567556897059433,8.310359087382864,1.7477558386043057,0.07869565120196853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019,4.817541403114874,33.09836087491928,34.800717878432465,35.52338184204201,39.437368816628975,28.178930057904836,23.64953037048673,15.883451935122395,24.53492755964578,17.489429635474266,0.0,0.0,0.0,30.968496861348058,30.881756896514673,14.900432339563451,3.755286858136344,7.622925263172476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09w,13.374860321991573,24.526913729554156,25.234598907431746,23.020310861344228,23.70594612662245,20.821488398163652,13.760361133478966,0.0,9.533364368473855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fh,2.313278919479148,26.39557474423448,32.7649424677187,38.49552467082185,32.44502585264965,29.697078618271973,31.459019088370127,19.847256956406653,21.43634643904886,16.055686119540894,0.056515057243956335,0.0,1.538516336165486,6.851329629869127,24.01499902464792,26.236086763703213,11.476613474877752,7.42808511782755,2.758811693063194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0iv,0.6576063568974195,6.510064307685695,8.324013763557268,9.395170510760591,4.518035833130657,0.9854344803229971,0.748083854076306,0.4738991881482164,4.651431348814427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10s,15.056164302263664,29.6870453492816,24.425283512353623,22.45019996189187,20.66872409154935,20.539089618061894,10.350645872992601,4.25526172557079,10.544235396366531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11b,0.23594440497906527,2.256236612587348,3.7436914969789234,5.460057292757638,3.6228519344626466,2.940777200448098,3.737391096709274,1.8844018612433935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,9.816386137184105,29.586332897487836,19.943255573684155,29.388555619324087,23.3781955055327,17.778861716240144,11.892014379757171,2.21599303839605,14.975049586547556,0.4205157722345234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13q,12.18498358617079,23.856062638639386,23.310702023083685,21.817716742648194,22.078871968113233,22.859433262413162,9.14382161126764,6.641764342303929,6.71432770301621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dm,2.690957302905247,24.72259745453693,35.59494002916081,38.090574482722126,36.72376299660657,35.16899659995289,34.51925594516777,19.43759333425089,22.510495506287725,18.054799531085507,0.6505802748377505,0.0,1.4121612253335343,11.478660031195602,21.998377647517373,22.87941870283214,8.927227128089271,12.857832755607092,3.212106547374617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e9,5.9842978061333065,16.94437562936913,13.817828989254036,12.092307462883348,21.019294665275716,12.701094754387185,2.3128142723534495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1kq,15.111671359048511,32.73275614312506,22.57463842741955,18.516037762678195,20.551717718343724,22.44640951298372,9.424107708996274,3.360272184966675,10.128628670040513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1m8,17.5031059758175,27.963482136161044,29.095016288792145,17.322621658541053,24.306549918456554,28.50526104647527,11.100596524257384,0.0,6.022507035008374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xf,2.7262022647218815,24.667231109453706,33.03409915326526,35.52953090718404,37.784279504741576,34.59466425830013,34.24154675404753,16.82058450742386,29.475048968673434,20.373862568632234,0.5328924175598218,0.0,1.2869596778039067,12.547800348507451,19.326475106470525,15.5602050378331,9.551783624852533,6.718020771737258,3.480608720729606,0.05117966659116746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1xt,8.308139770976155,12.662684503166147,10.94284059443693,7.830873741400865,8.28452810304482,11.378519935065938,16.218043746838347,6.240886019836182,3.527651178379074,4.419971127460215,7.67182789935687,0.48851535805060564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20k,12.71286042212782,68.8628564559163,62.88530514771995,61.76422318194233,70.66226273806808,76.61686830385594,59.19385803145019,50.90653374636463,41.55426037328289,22.02138699018502,18.98184955912211,1.6846389312271413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,3.523984779521317,36.303638886521334,49.519509283180064,57.874425388339105,67.39596274760339,52.57827468306351,38.32182968959387,4.535424020148639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2t8,0.5050365491332393,3.8781403613705634,6.003191687232528,7.419907784120548,5.058172906682252,4.906330694032931,4.647086210461591,1.7172786786661902,3.3962945623095493,1.7911485134498903,0.0,0.0,0.0,2.3432225172533805,3.553380925453638,1.297962888360324,0.5664501652716751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2wb,10.39444665635154,76.6270293467183,65.33393749965722,69.21387282246229,74.2217521365402,78.96778747464879,67.62784511668838,61.82618365538815,47.79157276285184,29.972232598965434,11.567922149973697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3nb,2.9710940064514113,10.89621891927401,9.357200979740448,9.375221562068056,9.467776588499909,10.263815771186785,3.1809156183134135,0.0,0.0,1.6791317073556442,5.1654573981045075,5.606534779283493,2.8636121496799802,1.0728870894116511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3rx,1.649755246309114,3.8370419702386247,5.176304615216681,5.16005625291209,5.380890786288692,5.707612533155206,5.574360671745275,3.237494468134777,1.4362357532983268,0.434793285980291,1.373846729205603,1.7532811556573336,0.10897689450970205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3uq,2.6507461247669886,27.214581447208403,37.782519966130856,42.48487393625081,27.657175566069668,31.38859955201997,27.67029735309353,22.254128758204644,20.125015534791658,15.723436427350407,0.4085336812641458,0.0,0.0,4.86937449541324,20.295175274669077,27.132807813085776,5.8438961355776655,9.473258232018907,2.912470372122641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3zo,15.159597324167967,33.03929046106102,24.30219344772192,22.417032839015164,19.064228899904535,21.37607465053965,11.750423298205106,0.2611763676364376,5.878073008629173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,14.351250887043644,77.49928106261363,52.13400986860678,60.52422357164704,62.46147081845834,74.53865008487355,60.304115108084034,52.44417371441813,41.114379238290894,18.101667691776413,15.062747653999168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,2.2528810784451223,30.63465607609826,30.204052946673002,37.326575574114884,37.03967412159514,37.54924272519676,41.71546602728205,31.000222764795524,19.50449954303147,17.253846849726187,13.183418826500429,12.41568332098484,3.480177628904528,12.812304932237623,7.986446025281339,9.204590093922889,7.048776610455491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47i,0.7332197826827654,7.185219333678701,8.324287876070475,4.733721678598286,7.397118633592939,11.060484710475151,8.980413332854255,6.292909089930362,7.035698202308993,1.545579419860644,2.5853459010055957,0.0,1.0940759938365687,0.8560732463936915,2.9576489868522486,2.1838853463052743,4.627819084338256,1.2674156265511272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ba,1.1099029133393175,10.828090668361801,11.570728833057544,14.85337468018707,10.702243381583102,11.583937406893739,9.89509736307756,8.14882642705929,4.297157648924426,4.477542738215931,0.014110107925901616,0.0,0.0,0.0,7.483516054701994,10.860723213749552,0.917352009831248,3.0276434052830155,0.525317276395171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4ea,9.394227672417909,40.49933614160268,42.00015255051941,30.454424498012273,28.157695442673173,30.788120835137647,18.361176437763987,23.95910363963992,8.750359654273382,15.860562114153282,0.0,0.0,0.0,5.240176657379948,25.14198911132388,30.772315465618362,3.9967356141267487,7.9388426206832605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4kt,2.396433520283959,12.806993168168571,10.087571631590425,6.009600594449573,8.603432181868993,2.4645424676892773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bz,0.48774809984021483,2.684255660880524,5.580155128611696,8.272864549883785,10.412195956705101,13.392432380267852,6.7419262769915065,6.037390148888761,2.6671039063857407,6.839200814431088,0.0,0.0,0.0,0.0,0.0,4.503312544132818,0.25978738494774234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998965059640753,1.228391003004603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5wz,16.848791331102294,27.795353149862205,24.248658725184043,22.574307670317566,21.10193640306356,17.897843692866203,14.04552189137496,1.7246142166833351,12.379245101373272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5z0,0.41854964121827204,4.657404144299157,14.583554666851656,25.8586263493613,34.38768412108534,38.82402970936465,31.398562891298056,27.95311569889006,26.228979797373427,0.6552250847595076,23.06214168612783,6.6951438041472215,1.4670787202256008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5zv,1.7197852672319955,17.37482835866167,23.680342869460496,10.690072544907267,17.229737335238013,20.006769854983006,22.189983627906997,11.366669961219856,19.94660009579235,5.306540096237796,0.0,0.0,0.0,8.473869443034317,14.450824569290319,8.567310889949482,1.7463282738234511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68u,12.416860617525424,75.04310331948567,53.71560225499228,65.98539126028999,59.93992924345753,73.32344465061828,56.86763389537521,45.72425414744214,39.540622591481224,20.182015848198375,14.645116789344684,1.5605798691867676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6du,1.5506165439511406,12.818008019883303,18.76113653745262,17.643279701435112,21.544071499151556,27.128567566980294,19.27736516869379,11.42566224374508,13.903008172013642,11.654298335737508,6.515469533507087,2.8909324981593443,2.0515897385970447,0.7893670328814721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6jf,11.559457400117724,27.777939100867094,23.603672607449646,25.734673002177473,19.878500327615,21.21883083372333,13.856907209904904,2.8459442976445075,11.438711245696766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6l9,1.5889860666510753,34.78748890370916,52.8098753747319,40.2706886907398,52.12426453222247,58.76067661236675,37.126742549716596,23.744563334179134,19.165758127537572,35.66003995724287,37.170104159518075,14.511228381612852,11.87278836421109,41.66157502077681,16.413252830404133,9.15815445470605,19.363706900383193,0.9455557368775089,30.202891276508865,19.005098049339153,25.794789053963655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7e5,2.570369273073566,8.59727116183955,7.117777637735003,7.932349788582197,10.505907690937494,7.576067107061057,4.285294434576997,3.5086043575932706,3.852805479216258,1.4236117932384502,1.7562376122583458,0.903062124508466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7ek,2.3226939951709995,7.52901154660314,9.2082501254809,12.165565717381153,12.103375718728575,13.201349387668053,15.002079664841965,11.535978480751112,6.4934088524377245,5.993481333549667,8.26532245740789,2.0611794332114073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7o7,16.70382491716426,81.26512602482599,46.644972943320624,68.20382385070195,71.50166627536507,71.99905278412274,63.00058137133334,53.75958821556276,38.05413015777373,22.530860705989426,17.240689856963627,0.8772289509444136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7tu,11.249246494560522,28.98749466939274,25.013506347013823,31.64429859750757,20.476227778492884,18.45395151516722,7.307755063041071,6.076369160575808,10.644569624827795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7w5,11.42514573158155,72.91448112669251,60.475888124264415,66.84310146895777,70.99627786745356,74.88529716855805,66.70862981133473,62.05031694972075,45.99247414981886,24.31844042981959,12.911284213899762,2.0248933836687684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,10.27685266211315,25.10659671826597,21.659922852687714,23.611200176172957,21.406005796684497,24.49724978587939,13.112589507846579,4.620971168573817,4.711855190661652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,1.0385480984102433,6.234879265797355,4.984425114567007,5.226612325207647,4.812547707719968,5.179895001645669,1.8697846257736934,6.264122773363976,0.6411475896519647,0.0,4.199849388943001,6.439234983614696,7.4387551871554365,3.855971118544147,0.0024618351116743042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042629048315532714,1.9141508198824724,4.473702387774189,8.377545486468989,1.986949012763617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ub,8.646228802663178,26.21599131988503,16.83830068713153,28.973540695957745,21.270862011043732,25.87446110753858,8.60753210797833,7.071167785981828,7.680511918806587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95j,0.10798426362408846,0.935701847903603,3.321117606965669,4.140635420973928,6.975609117552116,6.976945841912107,1.5160062962852976,0.5343238549640503,2.9200356214821426,2.325229655459502,0.004836516929810131,1.96338921838246,3.7465731826476585,3.6639861354704806,3.168301216601023,5.81012945959813,0.08919652888648955,0.0,0.9994018955827926,2.3191435182956184,2.132585705183139,2.278762360255506,1.852519434624277,0.4351455475823798,1.7169838624151907,0.19700277672730948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96f,15.786796005094846,26.78940561052742,22.487623150811444,19.9915080395793,17.63142073687564,19.17916910879032,11.352912220685852,3.563265238183334,9.68097009101831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97b,1.3997343894227394,5.371557749418567,6.044126805057664,4.931636599953611,6.694693531462914,6.329832930066399,7.209566915909299,4.493050341875275,3.6836959501089908,1.7370337937659315,0.7952637528683866,0.11260033747784348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
