ID,totalDOS_000.00_000.50THz,totalDOS_000.50_001.00THz,totalDOS_001.00_001.50THz,totalDOS_001.50_002.00THz,totalDOS_002.00_002.50THz,totalDOS_002.50_003.00THz,totalDOS_003.00_003.50THz,totalDOS_003.50_004.00THz,totalDOS_004.00_004.50THz,totalDOS_004.50_005.00THz,totalDOS_005.00_005.50THz,totalDOS_005.50_006.00THz,totalDOS_006.00_006.50THz,totalDOS_006.50_007.00THz,totalDOS_007.00_007.50THz,totalDOS_007.50_008.00THz,totalDOS_008.00_008.50THz,totalDOS_008.50_009.00THz,totalDOS_009.00_009.50THz,totalDOS_009.50_010.00THz,totalDOS_010.00_010.50THz,totalDOS_010.50_011.00THz,totalDOS_011.00_011.50THz,totalDOS_011.50_012.00THz,totalDOS_012.00_012.50THz,totalDOS_012.50_013.00THz,totalDOS_013.00_013.50THz,totalDOS_013.50_014.00THz,totalDOS_014.00_014.50THz,totalDOS_014.50_015.00THz,totalDOS_015.00_015.50THz,totalDOS_015.50_016.00THz,totalDOS_016.00_016.50THz,totalDOS_016.50_017.00THz,totalDOS_017.00_017.50THz,totalDOS_017.50_018.00THz,totalDOS_018.00_018.50THz,totalDOS_018.50_019.00THz,totalDOS_019.00_019.50THz,totalDOS_019.50_020.00THz,totalDOS_020.00_020.50THz,totalDOS_020.50_021.00THz,totalDOS_021.00_021.50THz,totalDOS_021.50_022.00THz,totalDOS_022.00_022.50THz,totalDOS_022.50_023.00THz,totalDOS_023.00_023.50THz,totalDOS_023.50_024.00THz,totalDOS_024.00_024.50THz,totalDOS_024.50_025.00THz,totalDOS_025.00_025.50THz,totalDOS_025.50_026.00THz,totalDOS_026.00_026.50THz,totalDOS_026.50_027.00THz,totalDOS_027.00_027.50THz,totalDOS_027.50_028.00THz,totalDOS_028.00_028.50THz,totalDOS_028.50_029.00THz,totalDOS_029.00_029.50THz,totalDOS_029.50_030.00THz,totalDOS_030.00_030.50THz,totalDOS_030.50_031.00THz,totalDOS_031.00_031.50THz,totalDOS_031.50_032.00THz,totalDOS_032.00_032.50THz,totalDOS_032.50_033.00THz,totalDOS_033.00_033.50THz,totalDOS_033.50_034.00THz,totalDOS_034.00_034.50THz,totalDOS_034.50_035.00THz,totalDOS_035.00_035.50THz,totalDOS_035.50_036.00THz,totalDOS_036.00_036.50THz,totalDOS_036.50_037.00THz,totalDOS_037.00_037.50THz,totalDOS_037.50_038.00THz,totalDOS_038.00_038.50THz,totalDOS_038.50_039.00THz,totalDOS_039.00_039.50THz,totalDOS_039.50_040.00THz,totalDOS_040.00_040.50THz,totalDOS_040.50_041.00THz,totalDOS_041.00_041.50THz,totalDOS_041.50_042.00THz,totalDOS_042.00_042.50THz,totalDOS_042.50_043.00THz,totalDOS_043.00_043.50THz,totalDOS_043.50_044.00THz,totalDOS_044.00_044.50THz,totalDOS_044.50_045.00THz,totalDOS_045.00_045.50THz,totalDOS_045.50_046.00THz,totalDOS_046.00_046.50THz,totalDOS_046.50_047.00THz,totalDOS_047.00_047.50THz,totalDOS_047.50_048.00THz,totalDOS_048.00_048.50THz,totalDOS_048.50_049.00THz,totalDOS_049.00_049.50THz,totalDOS_049.50_050.00THz,totalDOS_050.00_050.50THz,totalDOS_050.50_051.00THz,totalDOS_051.00_051.50THz,totalDOS_051.50_052.00THz,totalDOS_052.00_052.50THz,totalDOS_052.50_053.00THz,totalDOS_053.00_053.50THz,totalDOS_053.50_054.00THz,totalDOS_054.00_054.50THz,totalDOS_054.50_055.00THz,totalDOS_055.00_055.50THz,totalDOS_055.50_056.00THz,totalDOS_056.00_056.50THz,totalDOS_056.50_057.00THz,totalDOS_057.00_057.50THz,totalDOS_057.50_058.00THz,totalDOS_058.00_058.50THz,totalDOS_058.50_059.00THz,totalDOS_059.00_059.50THz,totalDOS_059.50_060.00THz,totalDOS_060.00_060.50THz,totalDOS_060.50_061.00THz,totalDOS_061.00_061.50THz,totalDOS_061.50_062.00THz,totalDOS_062.00_062.50THz,totalDOS_062.50_063.00THz,totalDOS_063.00_063.50THz,totalDOS_063.50_064.00THz,totalDOS_064.00_064.50THz,totalDOS_064.50_065.00THz,totalDOS_065.00_065.50THz,totalDOS_065.50_066.00THz,totalDOS_066.00_066.50THz,totalDOS_066.50_067.00THz,totalDOS_067.00_067.50THz,totalDOS_067.50_068.00THz,totalDOS_068.00_068.50THz,totalDOS_068.50_069.00THz,totalDOS_069.00_069.50THz,totalDOS_069.50_070.00THz,totalDOS_070.00_070.50THz,totalDOS_070.50_071.00THz,totalDOS_071.00_071.50THz,totalDOS_071.50_072.00THz,totalDOS_072.00_072.50THz,totalDOS_072.50_073.00THz,totalDOS_073.00_073.50THz,totalDOS_073.50_074.00THz,totalDOS_074.00_074.50THz,totalDOS_074.50_075.00THz,totalDOS_075.00_075.50THz,totalDOS_075.50_076.00THz,totalDOS_076.00_076.50THz,totalDOS_076.50_077.00THz,totalDOS_077.00_077.50THz,totalDOS_077.50_078.00THz,totalDOS_078.00_078.50THz,totalDOS_078.50_079.00THz,totalDOS_079.00_079.50THz,totalDOS_079.50_080.00THz,totalDOS_080.00_080.50THz,totalDOS_080.50_081.00THz,totalDOS_081.00_081.50THz,totalDOS_081.50_082.00THz,totalDOS_082.00_082.50THz,totalDOS_082.50_083.00THz,totalDOS_083.00_083.50THz,totalDOS_083.50_084.00THz,totalDOS_084.00_084.50THz,totalDOS_084.50_085.00THz,totalDOS_085.00_085.50THz,totalDOS_085.50_086.00THz,totalDOS_086.00_086.50THz,totalDOS_086.50_087.00THz,totalDOS_087.00_087.50THz,totalDOS_087.50_088.00THz,totalDOS_088.00_088.50THz,totalDOS_088.50_089.00THz,totalDOS_089.00_089.50THz,totalDOS_089.50_090.00THz,totalDOS_090.00_090.50THz,totalDOS_090.50_091.00THz,totalDOS_091.00_091.50THz,totalDOS_091.50_092.00THz,totalDOS_092.00_092.50THz,totalDOS_092.50_093.00THz,totalDOS_093.00_093.50THz,totalDOS_093.50_094.00THz,totalDOS_094.00_094.50THz,totalDOS_094.50_095.00THz,totalDOS_095.00_095.50THz,totalDOS_095.50_096.00THz,totalDOS_096.00_096.50THz,totalDOS_096.50_097.00THz,totalDOS_097.00_097.50THz,totalDOS_097.50_098.00THz,totalDOS_098.00_098.50THz,totalDOS_098.50_099.00THz,totalDOS_099.00_099.50THz,totalDOS_099.50_100.00THz
00x,0.0003601292601332399,0.001803001507748013,0.005469600293068728,0.015834226228237127,0.023290506011143495,0.03166388544589153,0.04058463311589936,0.026669506220851315,0.0252668632287005,0.03699575553573063,0.030873238732094313,0.03401783015156396,0.005179566880834368,0.0,0.011205846032609289,0.01617742280836331,0.012963344763785477,0.03189591218262713,0.02578077130795823,0.02817572738150188,0.019958005495089214,0.026258024678034366,0.026477484010036474,0.020978299505891213,0.034323616950825475,0.018790832584623638,0.013467118534206091,0.009711968685632167,0.008540670272487033,0.019564919371299654,0.019127159489911016,0.014580533190135874,0.017522899467985516,0.022136884760056,0.01139818969565992,0.0,0.0,0.0,0.005097973736783818,0.011787170951985323,0.011795300557569286,0.0003094162794126279,0.0029487404205195767,0.012439293698576784,0.011370183130746007,0.011907695893745553,0.0007581535009041987,0.0,0.0,0.0,0.0,0.0018656767640293406,0.007347707470256841,0.005582757378194622,0.0049499750649108516,0.005615846689829433,0.006788052173510103,0.0036457705169420304,0.001580982262833792,0.008511534488841984,0.02251868196436058,0.024599455646084827,0.013242419501902901,0.010005869638572307,0.011704402055212743,0.01756757873246313,0.0030336207993267505,0.0003169420143038902,0.006822873351056243,0.029048215136371847,0.03689723621948593,0.005659275044494346,0.0026832559841266416,0.005356646081991929,0.004924475777139154,0.003529770475959249,0.0007426768169398216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019,0.00016654870581039587,0.0006219350827562641,0.002974959440735235,0.010178520103890294,0.016533582576999162,0.024371898350316747,0.02626265194290449,0.028618513282633457,0.028824755872855802,0.026081910679984912,0.023672686232908458,0.022133914009666876,0.023223581809095426,0.026618210412742843,0.025730910689668512,0.02723195317147185,0.03648576860874592,0.029925850618403353,0.02735250147389732,0.02036761247793807,0.02093297576877848,0.018436713034033176,0.01762716367766465,0.024552962406818493,0.022161812882199747,0.027884052656349204,0.01114271373195603,0.007253154319859945,0.002144239931986185,0.0004713383328291136,0.019468523946958752,0.023882602784433445,0.02005215817261648,0.03334694324522206,0.01582644951730688,0.0017785218472782481,0.014978785915165839,0.01905734931590889,0.014725883905348694,0.0018523848287546566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005832534426358573,0.032901423675085674,0.03540434616030244,0.02073379707715309,0.02174625932061463,0.030056909776913165,0.02835038384970746,0.009218241976495073,0.0193574091839026,0.015708701925572534,0.007258386317159279,0.0007973491635340956,0.000768098441475729,0.001498006317786964,0.00471342699009658,0.00388826725863754,0.00630580858747674,0.006961556113335309,0.006574199560177416,0.0022191790970434613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09w,0.0008334434861159511,0.008997303666014683,0.030920096057173677,0.046111396109205886,0.04845254095962793,0.04864572244945454,0.040576906831696284,0.021613420356162278,0.04219149405145801,0.04685395137097747,0.03789679779265898,0.036942366914244386,0.03860721284265119,0.04016674403198376,0.04155774849344471,0.02917234200778362,0.034021899427485236,0.03195572151323397,0.04287575845907585,0.04510348565520934,0.023064628734532338,0.0340164242157162,0.05126852440228875,0.026874347583343193,0.03742867593445526,0.022166446799202506,0.02587522619143626,0.0038955026135632084,0.0,0.0,0.0,0.0,0.02206598254147072,0.017074513918132028,0.022607930228301622,0.00016544436190019565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fh,8.354506264881336e-05,0.0005281569817599214,0.0014853039035248288,0.004886041398265628,0.01397995186124005,0.0200975913127987,0.020852561251909534,0.02474967245570435,0.021545436886360295,0.026227162099949727,0.027715139588694062,0.023419117239463827,0.021439938006749214,0.026922963932364537,0.03159099260286964,0.0362517515344759,0.033047316681933295,0.02121819596908868,0.016086261014230257,0.027589356463890234,0.027387089621036958,0.019529548067803975,0.02419399410945993,0.01853532671062168,0.021200393803396788,0.023153865779800456,0.03176583768972939,0.018844594580373655,0.010517702610541293,0.005653849320958761,0.01912216443984055,0.024618788710396137,0.021333339196314725,0.030910633554981175,0.011666220553642836,0.0007992634116385689,0.013643604110679625,0.02310381048157651,0.006921542561126719,0.004798011271553713,0.0001706008372723867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00464428752100654,0.007350466325684866,0.002740594553261787,0.005002100956721369,0.0055888055600171235,0.010668351417874972,0.013987659307678382,0.024047783484231974,0.023789787863664882,0.020824793799566324,0.029071534664324668,0.02042064969327968,0.008881355648240078,0.011373533917083194,0.009021016742549275,0.006287638391528185,0.007962027257672298,0.008344309251983014,0.009009535825315993,0.0025369496749066372,0.0025322125352452143,0.004184240038482958,0.0002456932734975133,0.0030170941690343383,0.0008809404564814072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0iv,0.0001946284180512246,0.0015162994420353526,0.004678320268195251,0.011744743659771954,0.023096295344498828,0.044214341658226276,0.07462031120173077,0.037588990216227115,0.045685819503602274,0.04867046428697148,0.06362721599208508,0.07155746442602592,0.0695406198614966,0.0758784627778198,0.058674281305178724,0.054985556297868145,0.051922518578330905,0.04351032330674248,0.022836941376517338,0.0063184659802036115,0.003625115945025374,0.02354898385862024,0.0,0.0,0.0,0.0,0.01136591993548877,0.0092630571483071,0.0003830305587290037,0.0,0.0,0.01268509735108931,0.015794339609481248,0.04456517184069425,0.05647879314830622,0.011428426702679356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10s,0.00140202263726349,0.011159651636924454,0.033610940909827164,0.04913364886471674,0.06092681976282901,0.05667069095725045,0.037356420347668576,0.03296653300821322,0.04211919300826727,0.04491862943143513,0.03787126281890693,0.029704166374379195,0.04076151944834292,0.0324049859513823,0.041812601490297016,0.027131768267816266,0.018269184475362382,0.045024381763701396,0.024467928116039622,0.0430725505100568,0.02846005087465355,0.030913128575869312,0.03742378904700219,0.03321648374444251,0.023606480537123557,0.023875263644114138,0.009009273275449417,0.009029082406864054,0.009785568197436288,0.0,0.001255229039957435,0.015895219763479334,0.01771137310900649,0.020467091674265532,0.02562632415574142,0.0029407421739144333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11b,0.0004456606954836885,0.001147269299169772,0.0027059685194591497,0.0055809611339260505,0.012349814885009278,0.018062178644338758,0.03412453925236478,0.02994038887746798,0.037185169820657636,0.03975073001642447,0.035834646804413964,0.043991579415230235,0.05539690848041111,0.04889619601742948,0.06320321995769422,0.06113634741257649,0.021672107695084267,0.025043145587811108,0.051235544966208746,0.053751331077896224,0.06957111122568613,0.040979259253970016,8.083914248130768e-05,0.012509943053880396,0.03508113183811501,0.028863633962174635,0.009479040608862496,0.08307449872587813,0.04883284364583656,0.02872265643041411,0.001351333553643816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0008506935196217736,0.009832638829497168,0.020132497562945478,0.03076939088913137,0.04653352193445267,0.05351866826166978,0.04079079383620977,0.044773272166830164,0.03013939307059948,0.03099289182526722,0.02531920002290119,0.038666840790487184,0.04389019176911918,0.045234390892039886,0.04847439251716811,0.04677648250547976,0.03569636375466822,0.04303473329508891,0.0367548014613916,0.031182265517977002,0.03750214571845629,0.029646340845569736,0.028328533297190126,0.016062513026663852,0.0317941399659551,0.021569785621134846,0.010599467587613503,0.010643730171243749,0.010522381235245166,0.0033801302039270374,0.0,0.0,0.027089556675127725,0.038120115785839556,0.012910727279609843,0.015828811548388933,0.0026381966154886164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13q,0.001111561225893223,0.010337736014681001,0.03172159211550214,0.03882341449299162,0.04208929839659801,0.04043434121584374,0.04229175147143637,0.035715087664981764,0.041248465562960954,0.04036136862969175,0.03627489349444099,0.03897595013811626,0.0294185143945779,0.04376392481109008,0.03657973655001106,0.03705201428721263,0.03238331292930524,0.03474745784471713,0.05515368893206382,0.026287077054355023,0.03623732791182246,0.05549785282917665,0.03613058428171413,0.025958267933971352,0.02419602251621093,0.017744526559180924,0.00751422113630439,0.012075168030228331,0.0,0.0,0.01799547323060161,0.026697803516594534,0.008333334571294473,0.0154250543800804,0.019861715695536818,0.0015614601808121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dm,6.28303205092011e-05,0.0004895497319451877,0.003816719195147497,0.0032989676459878733,0.009731156209952236,0.019413195264314866,0.020183039535705702,0.02112134143926008,0.02384884394772624,0.025843485065060224,0.026272883980111763,0.025465003280782907,0.02209939197260773,0.026304833438257305,0.0286864162667687,0.03145105567053152,0.029949319350645067,0.026314858993528006,0.02642986842813567,0.02195282775754367,0.026863603601828066,0.023760632545753526,0.025913584551087485,0.023678640639352145,0.02294195328030407,0.020682838957345226,0.025413774792689137,0.029326413870219843,0.01602283943225766,0.002832843552863977,0.010033485979532804,0.026499582754487376,0.027566382237152073,0.023239210183904756,0.00951292830971057,0.0038266759112262514,0.0015681062328029292,0.01758418021551439,0.021932598499127133,0.010363501247775518,0.0018538729922321405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014453816290053612,0.0020889671511692847,0.0,0.000489701221919539,0.005306475604040264,0.00807590775744513,0.00977325338257872,0.009553590144431887,0.01355776958213735,0.013432464823919492,0.01627044435733007,0.019425203011658333,0.01689181721248876,0.017446759588545184,0.018714218245854595,0.012143673477659819,0.008066510787484599,0.007650481243609816,0.0035436514959734135,0.0061781007884037994,0.010149215375198833,0.011969056971269716,0.007387683578779753,0.007133317975581924,0.0007409037383970428,0.003968180588259113,0.003846196587175005,0.0005978363979946856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
