ID,paired_000.00_000.50THz,paired_000.50_001.00THz,paired_001.00_001.50THz,paired_001.50_002.00THz,paired_002.00_002.50THz,paired_002.50_003.00THz,paired_003.00_003.50THz,paired_003.50_004.00THz,paired_004.00_004.50THz,paired_004.50_005.00THz,paired_005.00_005.50THz,paired_005.50_006.00THz,paired_006.00_006.50THz,paired_006.50_007.00THz,paired_007.00_007.50THz,paired_007.50_008.00THz,paired_008.00_008.50THz,paired_008.50_009.00THz,paired_009.00_009.50THz,paired_009.50_010.00THz,paired_010.00_010.50THz,paired_010.50_011.00THz,paired_011.00_011.50THz,paired_011.50_012.00THz,paired_012.00_012.50THz,paired_012.50_013.00THz,paired_013.00_013.50THz,paired_013.50_014.00THz,paired_014.00_014.50THz,paired_014.50_015.00THz,paired_015.00_015.50THz,paired_015.50_016.00THz,paired_016.00_016.50THz,paired_016.50_017.00THz,paired_017.00_017.50THz,paired_017.50_018.00THz,paired_018.00_018.50THz,paired_018.50_019.00THz,paired_019.00_019.50THz,paired_019.50_020.00THz,paired_020.00_020.50THz,paired_020.50_021.00THz,paired_021.00_021.50THz,paired_021.50_022.00THz,paired_022.00_022.50THz,paired_022.50_023.00THz,paired_023.00_023.50THz,paired_023.50_024.00THz,paired_024.00_024.50THz,paired_024.50_025.00THz,paired_025.00_025.50THz,paired_025.50_026.00THz,paired_026.00_026.50THz,paired_026.50_027.00THz,paired_027.00_027.50THz,paired_027.50_028.00THz,paired_028.00_028.50THz,paired_028.50_029.00THz,paired_029.00_029.50THz,paired_029.50_030.00THz,paired_030.00_030.50THz,paired_030.50_031.00THz,paired_031.00_031.50THz,paired_031.50_032.00THz,paired_032.00_032.50THz,paired_032.50_033.00THz,paired_033.00_033.50THz,paired_033.50_034.00THz,paired_034.00_034.50THz,paired_034.50_035.00THz,paired_035.00_035.50THz,paired_035.50_036.00THz,paired_036.00_036.50THz,paired_036.50_037.00THz,paired_037.00_037.50THz,paired_037.50_038.00THz,paired_038.00_038.50THz,paired_038.50_039.00THz,paired_039.00_039.50THz,paired_039.50_040.00THz,paired_040.00_040.50THz,paired_040.50_041.00THz,paired_041.00_041.50THz,paired_041.50_042.00THz,paired_042.00_042.50THz,paired_042.50_043.00THz,paired_043.00_043.50THz,paired_043.50_044.00THz,paired_044.00_044.50THz,paired_044.50_045.00THz,paired_045.00_045.50THz,paired_045.50_046.00THz,paired_046.00_046.50THz,paired_046.50_047.00THz,paired_047.00_047.50THz,paired_047.50_048.00THz,paired_048.00_048.50THz,paired_048.50_049.00THz,paired_049.00_049.50THz,paired_049.50_050.00THz,paired_050.00_050.50THz,paired_050.50_051.00THz,paired_051.00_051.50THz,paired_051.50_052.00THz,paired_052.00_052.50THz,paired_052.50_053.00THz,paired_053.00_053.50THz,paired_053.50_054.00THz,paired_054.00_054.50THz,paired_054.50_055.00THz,paired_055.00_055.50THz,paired_055.50_056.00THz,paired_056.00_056.50THz,paired_056.50_057.00THz,paired_057.00_057.50THz,paired_057.50_058.00THz,paired_058.00_058.50THz,paired_058.50_059.00THz,paired_059.00_059.50THz,paired_059.50_060.00THz,paired_060.00_060.50THz,paired_060.50_061.00THz,paired_061.00_061.50THz,paired_061.50_062.00THz,paired_062.00_062.50THz,paired_062.50_063.00THz,paired_063.00_063.50THz,paired_063.50_064.00THz,paired_064.00_064.50THz,paired_064.50_065.00THz,paired_065.00_065.50THz,paired_065.50_066.00THz,paired_066.00_066.50THz,paired_066.50_067.00THz,paired_067.00_067.50THz,paired_067.50_068.00THz,paired_068.00_068.50THz,paired_068.50_069.00THz,paired_069.00_069.50THz,paired_069.50_070.00THz,paired_070.00_070.50THz,paired_070.50_071.00THz,paired_071.00_071.50THz,paired_071.50_072.00THz,paired_072.00_072.50THz,paired_072.50_073.00THz,paired_073.00_073.50THz,paired_073.50_074.00THz,paired_074.00_074.50THz,paired_074.50_075.00THz,paired_075.00_075.50THz,paired_075.50_076.00THz,paired_076.00_076.50THz,paired_076.50_077.00THz,paired_077.00_077.50THz,paired_077.50_078.00THz,paired_078.00_078.50THz,paired_078.50_079.00THz,paired_079.00_079.50THz,paired_079.50_080.00THz,paired_080.00_080.50THz,paired_080.50_081.00THz,paired_081.00_081.50THz,paired_081.50_082.00THz,paired_082.00_082.50THz,paired_082.50_083.00THz,paired_083.00_083.50THz,paired_083.50_084.00THz,paired_084.00_084.50THz,paired_084.50_085.00THz,paired_085.00_085.50THz,paired_085.50_086.00THz,paired_086.00_086.50THz,paired_086.50_087.00THz,paired_087.00_087.50THz,paired_087.50_088.00THz,paired_088.00_088.50THz,paired_088.50_089.00THz,paired_089.00_089.50THz,paired_089.50_090.00THz,paired_090.00_090.50THz,paired_090.50_091.00THz,paired_091.00_091.50THz,paired_091.50_092.00THz,paired_092.00_092.50THz,paired_092.50_093.00THz,paired_093.00_093.50THz,paired_093.50_094.00THz,paired_094.00_094.50THz,paired_094.50_095.00THz,paired_095.00_095.50THz,paired_095.50_096.00THz,paired_096.00_096.50THz,paired_096.50_097.00THz,paired_097.00_097.50THz,paired_097.50_098.00THz,paired_098.00_098.50THz,paired_098.50_099.00THz,paired_099.00_099.50THz,paired_099.50_100.00THz
00x,0.014268207099558807,0.013500166201638844,0.011330897776353781,0.00795596716205592,0.006934938122778107,0.008413597459441473,0.010342854326026808,0.013104858447962466,0.01624589146140577,0.016378161594789827,0.015282617136437786,0.018171953562190202,0.023880944942339995,0.0,0.07012297901310485,0.067421998086585,0.21000987239208405,0.17631807841843306,0.12731749414649002,0.10510158858749319,0.18519665702455484,0.3341408443714913,0.28416101408653544,0.17449653445242633,0.08457631427722878,0.22489280942952367,0.07137279478424996,0.018770238431853315,0.029671202521767987,0.04815389790567455,0.0372920367850836,0.03453223796317834,0.026630223217012226,0.01289507773062545,0.012961926531446594,0.0,0.0,0.0,0.0062218301157008745,0.004669973587336134,0.0019462875510488232,0.0015991221033043658,0.003107507229358351,0.003242137028780447,0.0032124986656236133,0.0030125406374740355,0.0029776183389398133,0.0,0.0,0.0,0.0,0.0002476237898033633,0.0004108447555969735,0.0008282226485410227,0.001158162824286142,0.0012109557519793504,0.0011347013855496548,0.0011419671713125087,0.0017390082179574008,0.0012519438297838826,0.0007250623072028861,0.0010057126374444106,0.0005744818561011927,0.00043380316168073826,0.00039841314706516026,0.00044858515579219717,0.00046317243882643524,0.00017021549996088057,0.00020463436887521312,0.0003113167128425976,0.00039105270893764597,0.00037777653145205464,0.0011704788979688316,0.001338557623663931,0.0008309022850179224,0.0004418455568563406,0.00027131390684692066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019,0.023918751106875306,0.032470233449756365,0.11189230666302165,0.11563849855800434,0.07490760701195268,0.07782179948340567,0.094730868679013,0.09678779524868124,0.111877348084599,0.10500472481976761,0.09084688794323809,0.08221570709870984,0.07576904475642698,0.0669352782230922,0.08744338120132696,0.07593441087483808,0.07524922802950658,0.08207649050002906,0.05708848008001873,0.06946254037535783,0.09686839253317243,0.10294021287798041,0.18888088612314086,0.09694498254933603,0.08378681047767543,0.061195593438559,0.08264021707588175,0.12365021482134488,0.15138404424740834,0.027514016733815684,0.01941491979212914,0.01958357679679781,0.010839874967307156,0.005558482557136459,0.004787197184418821,0.007945439003298737,0.008359550719678475,0.010515436462261935,0.00928377283870052,0.007099583914648024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011380535798742218,0.0003452020950574918,0.0005324082053342725,0.00048572181420768575,0.0002873682929808662,0.0003487031771781425,0.0006016729274994706,0.0016742126228411131,0.0015992274790423962,0.0012560124133912253,0.0005204013106997042,0.0012891745501942102,0.0027222092822698388,0.004034731807921897,0.004532300557742879,0.0033650427052571152,0.0019798226936053502,0.001569399740889431,0.0011748164796872255,0.001176412691687415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09w,0.1302640198394463,0.13880163277825971,0.12307266504018287,0.10596644684367451,0.13106096525723562,0.17164157109942163,0.24670599952432848,0.39362733730676414,0.3781794942672342,0.3935454874251487,0.4376019243238395,0.531289871734463,0.527685319845077,0.5556594203008505,0.5149914647090598,0.5216904986762053,0.6507571190246106,0.7107949255712074,0.7541121521021827,0.7708940809038705,0.7848071960243966,0.7761245489362839,0.7340689143227388,0.7355247267898422,0.6664612343632111,0.5835709619945174,0.8525269636473082,0.868152156610854,0.0,0.0,0.0,0.0,0.025449308786927863,0.028315525070412847,0.03731206963346973,0.039494464737311816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fh,0.019311012688679477,0.020342823615587154,0.023500856302299596,0.05512854808542909,0.06114845725090063,0.05856873078523224,0.06897013545817024,0.08994088530096599,0.09614480038910847,0.07906971461808951,0.09103819600978394,0.10286359459801894,0.09034393886187699,0.08130076254820437,0.08136544586123148,0.07923520152013781,0.08248906771361421,0.0816239199675832,0.1241463834105913,0.11814459232891508,0.1030973435402604,0.114528122723252,0.11067945683598956,0.12774279729722127,0.09234329477574348,0.13206873833735241,0.12479093031634553,0.10631909737004766,0.2030209764456585,0.09244951635101284,0.03215185623173512,0.03398668768151543,0.03010215820146579,0.025778013009894483,0.03244736302756384,0.006146074645778986,0.004515862933663992,0.010274781220924234,0.013079385750238438,0.01355260883450903,0.004556264210704465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018913331801157808,0.0017174591683270777,0.0017081416925709353,0.002000731348060286,0.0011728636448425412,0.0008469935640171163,0.0009297047363609713,0.0009362436136552207,0.0008966908018078859,0.0008523763332407519,0.000999832746247159,0.000887118097599548,0.0008698523348864274,0.0006360305244109728,0.0008891982939063347,0.0022410404267043404,0.002876291919780599,0.0017661693554513677,0.0016139119817754227,0.0012880206326324477,0.00135844523663428,0.0010586314628230854,0.0008080075041041011,0.0008782321482210232,0.0009944776984626045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0iv,0.09787576768635758,0.09624156729329149,0.09232304992656658,0.08196519059196333,0.1113397160110609,0.144777848323707,0.1560101020097922,0.21377543828548326,0.22640923735095328,0.3182935847576077,0.375255660232283,0.5071301000731931,0.5575639960933213,0.654926567294377,0.7061090270795075,0.5413779914017889,0.4225881147247086,0.4386042996996966,0.4773365474115081,0.5107537491235674,0.44243482474447554,0.04406378560936412,0.0,0.0,0.0,0.0,0.009023953314430882,0.021493638947971204,0.052047932317435985,0.0,0.0,0.0017320656773778286,0.0018755261407780671,0.012796843658970726,0.0195020202495951,0.01734386793932942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10s,0.17559200815853687,0.1878601807062988,0.1437786416652857,0.1515227711281483,0.18209106276116252,0.22851718413159872,0.31385147310252565,0.4515425637865595,0.4115671251326668,0.44053107539316644,0.4977137656105191,0.4918753852866487,0.49172018778828885,0.46770433953285,0.46043465717829396,0.5191069299310591,0.7217110681392829,0.7147703897585514,0.7238192428265974,0.7659327077954161,0.7560073299378679,0.7792312361150182,0.7915502846670979,0.7243776126693195,0.6729083656204147,0.6935532658471606,0.6957355698291103,0.8794059053318699,0.8548340074530065,0.0,0.04359144828279715,0.04850663524381174,0.032234632903008965,0.033134249495539767,0.04710302156056736,0.044355238743238525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11b,0.9555527960423005,0.7932520646405637,0.7391738869250435,0.7307836889204499,0.7578186654303976,0.7296705679046867,0.7341173574192308,0.6369600927199253,0.4920602076330351,0.40805127626857685,0.4068994916700812,0.44242771582400064,0.6528155306240542,0.6383087490868634,0.5779761600605196,0.5392016918415525,0.7355556510428536,0.8012831677540008,0.8540480632260045,0.920902951799987,0.9255078484608451,0.9531783645587554,0.9520773819043558,0.9374255012756166,0.9221444594912478,0.9521793495456754,0.9256820520913974,0.9321330597472224,0.9606356001514337,0.9801082155040706,0.9911083548108295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.16324059881411965,0.17307422990996968,0.17638892779338336,0.16572381893942786,0.16947599003326594,0.15799931642779352,0.16783233470506165,0.18873683642245764,0.2616304194209282,0.3170972184590637,0.3929608238050435,0.4612389502710595,0.5034838035420637,0.529779202533367,0.6020395136236202,0.6677531770250904,0.7257163750367811,0.7376224082004211,0.7614446151178386,0.7775179308956577,0.7812472221767519,0.8024110169106307,0.8182921538145308,0.7546227672818425,0.47736560192718874,0.544277569513329,0.8485009794525535,0.885081510429487,0.9260892038218883,0.871295437957447,0.0,0.0,0.03191089233977557,0.031844212980088424,0.037989403615573694,0.03899953400983553,0.03798364162211102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13q,0.10892640803181473,0.11406147476147813,0.11781392616098067,0.1402984319377125,0.14610717343050356,0.17405367113728873,0.21657149887830743,0.2462748038906179,0.26788648173089935,0.32448991061354004,0.4041988872459038,0.4326702124077487,0.46827218843627194,0.44252657030027714,0.46736940518192344,0.5191620559509278,0.5933062759307332,0.6002457842393741,0.5252837022007695,0.5938789154653419,0.696919088199581,0.7038681548944719,0.6581263881380882,0.5328183449305608,0.6691276413614278,0.6694676545928404,0.6508961312424763,0.7181337928430924,0.0,0.0,0.05408686592704769,0.060407538499275354,0.05278122486605146,0.04648200232694766,0.042699601762853506,0.04102013972879987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dm,0.030739570264243763,0.07122824163112916,0.3977220035300128,0.13662701729823584,0.0534377755831664,0.053178574849121224,0.04992911262830876,0.05667887068814196,0.0904345882730064,0.12625922268280937,0.14422645091264372,0.17128752776894696,0.1976144773477776,0.15133833406645936,0.12170020273658622,0.1136221470280527,0.08897052584154977,0.1149865510285149,0.1433756532516865,0.1572904903173664,0.10592666337176178,0.09724016042171102,0.1302574910127365,0.14671535332775296,0.1345229475191872,0.1310933058243308,0.15847282448925762,0.14822350373420756,0.15527394879794884,0.2819116485844579,0.021484920280043483,0.02974588678144648,0.043068561227056365,0.02816168941144778,0.022443314044023315,0.02240743925753935,0.007810434247976529,0.014252386447669903,0.01294935130715497,0.0107744974954112,0.01023164667554908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004172651189192327,0.004172651189195764,0.0,0.0015693647345577468,0.0015738148013066848,0.0016373434372636525,0.001466582054851991,0.0015542028107080636,0.0014514846812403016,0.0015569870112620982,0.001090944633000698,0.0012684885854136157,0.0014211388215952625,0.001083384419240479,0.001036072089364255,0.001390863548433216,0.0016772723261197734,0.0021105750390829807,0.0025274354496830883,0.002605146029072927,0.0019169970989114226,0.002201048606187183,0.0017714406743148236,0.0014775742262717866,0.001566368156753247,0.0011673071860961958,0.0011010968146264242,0.000856905922184431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
