split,representation,bin_width_THz,feature,bin_low_THz,bin_high_THz,bin_center_THz,n,transform,pearson_r,pearson_ci95_low,pearson_ci95_high,pearson_p_analytic,pearson_p_fdr,pearson_p_permutation,pearson_p_maxT,spearman_rho,spearman_ci95_low,spearman_ci95_high,spearman_p_analytic,spearman_p_fdr,spearman_p_permutation,spearman_p_maxT,mutual_information,mi_p_permutation,mi_p_maxT,distance_correlation,linear_cv_R2,spline_cv_R2,nonlinear_spline_gain_R2
train,li_area,1.0,LiPDOS_000.00_001.00THz,0.0,1.0,0.5,214,log1p,0.5374064566647874,0.4812988,0.5940573,2.0599221013114644e-17,1.7656475154098267e-16,0.0001999600079984003,0.0001999600079984003,0.6658869327995204,0.58378834,0.7369735,8.699216803039751e-29,1.73984336060795e-27,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_001.00_002.00THz,1.0,2.0,1.5,214,log1p,0.6817470975327445,0.6219939,0.73961383,1.3391658553086973e-30,4.017497565926092e-29,0.0001999600079984003,0.0001999600079984003,0.7354528295953766,0.66974586,0.7933614,1.0791659544573213e-37,6.474995726743927e-36,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_002.00_003.00THz,2.0,3.0,2.5,214,log1p,0.6930582526404212,0.63275677,0.751041,5.787284194350148e-32,3.472370516610089e-30,0.0001999600079984003,0.0001999600079984003,0.717700369929573,0.65500414,0.7758842,3.631991520853398e-35,1.0895974562560194e-33,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_003.00_004.00THz,3.0,4.0,3.5,214,log1p,0.645566977814528,0.5834388,0.7070931,1.2752510520793742e-26,2.5505021041587483e-25,0.0001999600079984003,0.0001999600079984003,0.6546227159496643,0.58196324,0.72078776,1.4482209645806104e-27,1.7378651574967326e-26,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_004.00_005.00THz,4.0,5.0,4.5,214,log1p,0.6338456936157586,0.56685376,0.7019316,1.9145838177383891e-25,2.297500581286067e-24,0.0001999600079984003,0.0001999600079984003,0.6523131441041236,0.5778939,0.7221225,2.540108375419007e-27,2.5401083754190068e-26,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_005.00_006.00THz,5.0,6.0,5.5,214,log1p,0.6366632285013667,0.5701413,0.69826883,1.0090244030937283e-25,1.5135366046405926e-24,0.0001999600079984003,0.0001999600079984003,0.6620611301004747,0.59030706,0.72313684,2.29204791874811e-28,3.438071878122165e-27,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_006.00_007.00THz,6.0,7.0,6.5,214,log1p,0.5957247013878505,0.5153813,0.6667216,6.038489121393412e-22,6.0384891213934115e-21,0.0001999600079984003,0.0001999600079984003,0.6222593044228139,0.53972805,0.6962088,2.491281509891416e-24,2.1353841513354994e-23,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_007.00_008.00THz,7.0,8.0,7.5,214,log1p,0.4928036986674731,0.39927876,0.583074,1.7077447855496444e-14,1.2808085891622332e-13,0.0001999600079984003,0.0001999600079984003,0.49268742293976536,0.39571866,0.58116287,1.735754718948336e-14,1.301816039211252e-13,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_008.00_009.00THz,8.0,9.0,8.5,214,log1p,0.4037073400394591,0.31361967,0.495413,8.55750203301255e-10,5.1345012198075304e-09,0.0001999600079984003,0.0001999600079984003,0.4195358699073176,0.32557815,0.5083955,1.563734744906766e-10,8.529462244945998e-10,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_009.00_010.00THz,9.0,10.0,9.5,214,log1p,0.36380788931272307,0.26950276,0.45722148,4.257595916846772e-08,2.322325045552785e-07,0.0001999600079984003,0.0003999200159968006,0.37927335509760196,0.28703946,0.46794435,9.961923602292641e-09,4.269395829553989e-08,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_010.00_011.00THz,10.0,11.0,10.5,214,log1p,0.35963279287699074,0.25751892,0.4655281,6.220761819133204e-08,3.1103809095666015e-07,0.0001999600079984003,0.0003999200159968006,0.3975434774184405,0.3002376,0.49315843,1.619983222895213e-09,8.099916114476066e-09,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_011.00_012.00THz,11.0,12.0,11.5,214,log1p,0.27562519215914344,0.17496407,0.38258544,4.353004091409427e-05,0.00018655731820326114,0.0001999600079984003,0.006998600279944011,0.33241947198003297,0.23918441,0.4262193,6.469433936926262e-07,2.2833296247975045e-06,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_012.00_013.00THz,12.0,13.0,12.5,214,log1p,0.22191466434893872,0.11581511,0.3335297,0.0010824758580758515,0.0034183448149763735,0.001799640071985603,0.11137772445510898,0.2789594030202554,0.1807627,0.37647703,3.4822446050514144e-05,9.497030741049313e-05,0.0001999600079984003,0.0009998000399920016,,,,,,,
train,li_area,1.0,LiPDOS_013.00_014.00THz,13.0,14.0,13.5,214,log1p,0.1416188811309868,0.029174792,0.25669158,0.03845081161482772,0.10486584985862106,0.03839232153569286,0.5776844631073785,0.1985330999880237,0.09023976,0.30964833,0.0035413577114641864,0.007869683803253747,0.003199360127974405,0.0691861627674465,,,,,,,
train,li_area,1.0,LiPDOS_014.00_015.00THz,14.0,15.0,14.5,214,log1p,-0.118426295054936,-0.21953368,-0.018871212,0.08392225566025152,0.20141341358460363,0.08058388322335533,0.8082383523295341,-0.24169990714897246,-0.35651162,-0.12646686,0.00035957238517915203,0.00089893096294788,0.0005998800239952009,0.008798240351929614,,,,,,,
train,li_area,1.0,LiPDOS_015.00_016.00THz,15.0,16.0,15.5,214,log1p,-0.049623014800235406,-0.147399,0.044940624,0.4702234610906315,0.7117803499577272,0.47030593881223753,1.0,-0.15915221517313974,-0.26997557,-0.04989686,0.01983644075089172,0.03967288150178344,0.01919616076784643,0.3145370925814837,,,,,,,
train,li_area,1.0,LiPDOS_016.00_017.00THz,16.0,17.0,16.5,214,log1p,0.031270980528241926,-0.060386833,0.11999896,0.6491905187408702,0.8170367107975656,0.6474705058988203,1.0,0.024271054830920975,-0.0905932,0.13716193,0.7240678810152448,0.7490357389812877,0.7222555488902219,1.0,,,,,,,
train,li_area,1.0,LiPDOS_017.00_018.00THz,17.0,18.0,17.5,214,log1p,-0.01136626892039555,-0.10393653,0.07513563,0.8687033954137307,0.902264642072031,0.8614277144571085,1.0,-0.044595589355779494,-0.15452982,0.06924714,0.5164164220972611,0.5817398193470321,0.5112977404519096,1.0,,,,,,,
train,li_area,1.0,LiPDOS_018.00_019.00THz,18.0,19.0,18.5,214,log1p,0.010801791153169515,-0.07261696,0.0918122,0.8751694421178806,0.902264642072031,0.8770245950809838,1.0,-0.3883564861058842,-0.49508014,-0.28193915,4.094481273660064e-09,1.8897605878431064e-08,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_019.00_020.00THz,19.0,20.0,19.5,214,log1p,0.10564396103794149,0.031742554,0.17625701,0.12338956513338488,0.2700985271353514,0.1219756048790242,0.9130173965206959,-0.2932673949609132,-0.40528357,-0.18040472,1.2930129335963043e-05,3.6943226674180126e-05,0.0001999600079984003,0.0009998000399920016,,,,,,,
train,li_area,1.0,LiPDOS_020.00_021.00THz,20.0,21.0,20.5,214,log1p,0.06486164945553921,-0.016822074,0.14145666,0.345025754801347,0.6273195541842672,0.3547290541891622,1.0,-0.3598337901079964,-0.4718937,-0.25171113,6.108990694460583e-08,2.443596277784233e-07,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_021.00_022.00THz,21.0,22.0,21.5,214,log1p,0.06854800310801362,-0.006520368,0.13432698,0.31824433459607837,0.596708127367647,0.3217356528694261,1.0,-0.3316167545173438,-0.44043082,-0.23058112,6.909059038948243e-07,2.3030196796494144e-06,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_022.00_023.00THz,22.0,23.0,22.5,214,log1p,0.03362904936586366,-0.036796715,0.08914113,0.6246946643549813,0.8157877892886429,0.6330733853229354,1.0,-0.35849340960285797,-0.46435517,-0.25922984,6.892497564879197e-08,2.584686586829699e-07,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_023.00_024.00THz,23.0,24.0,23.5,214,log1p,-0.104906215676328,-0.30419162,-0.008968506,0.12604597932983064,0.2700985271353514,0.10937812437512498,0.9180163967206558,-0.4225532111343425,-0.5189566,-0.3218343,1.1195028376421809e-10,6.717017025853086e-10,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_024.00_025.00THz,24.0,25.0,24.5,214,log1p,-0.2541486765264527,-0.40100908,-0.18636358,0.0001712824166950664,0.000642309062606499,0.001799640071985603,0.02459508098380324,-0.4373292912927079,-0.52836376,-0.33547825,2.0757528164453114e-11,1.383835210963541e-10,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_025.00_026.00THz,25.0,26.0,25.5,214,log1p,-0.25143256380610207,-0.3702947,-0.14707427,0.00020201674145495758,0.0007130002639586738,0.0001999600079984003,0.027594481103779243,-0.30060474121951064,-0.41506857,-0.18258716,7.617406140895789e-06,2.2852218422687368e-05,0.0001999600079984003,0.0007998400319936012,,,,,,,
train,li_area,1.0,LiPDOS_026.00_027.00THz,26.0,27.0,26.5,214,log1p,-0.42399387198470373,-0.58665943,-0.2295125,9.532762184820255e-11,6.35517478988017e-10,0.0001999600079984003,0.0001999600079984003,-0.3237480487863164,-0.4454892,-0.19230877,1.3032816704100153e-06,4.115626327610575e-06,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,li_area,1.0,LiPDOS_027.00_028.00THz,27.0,28.0,27.5,214,log1p,-0.29967019140800893,-0.4737918,-0.15600342,8.155033907352099e-06,3.763861803393276e-05,0.0001999600079984003,0.002599480103979204,-0.24628966459781793,-0.37180054,-0.11043354,0.0002747574586811118,0.0007167585878637699,0.0001999600079984003,0.0065986802639472104,,,,,,,
train,li_area,1.0,LiPDOS_028.00_029.00THz,28.0,29.0,28.5,214,log1p,-0.1627639626621328,-0.3086233,-0.05319748,0.017172255268189343,0.04906358648054098,0.017196560687862426,0.3567286542691462,-0.22800734695239452,-0.35278332,-0.09652724,0.0007785887122497346,0.001868612909399363,0.0005998800239952009,0.01779644071185763,,,,,,,
train,li_area,1.0,LiPDOS_029.00_030.00THz,29.0,30.0,29.5,214,log1p,-0.2554997411583578,-0.4233354,-0.056913905,0.0001576760412338686,0.0006307041649354744,0.0001999600079984003,0.021995600879824034,-0.17878185672064323,-0.3091665,-0.041043464,0.008762406271360159,0.018776584867200338,0.008998200359928014,0.15836832633473305,,,,,,,
train,li_area,1.0,LiPDOS_030.00_031.00THz,30.0,31.0,30.5,214,log1p,-0.18836804126269796,-0.35323495,-0.0029140846,0.005705613777881233,0.0171168413336437,0.005398920215956809,0.1983603279344131,-0.14307842091063835,-0.27213603,-0.004246714,0.03647688440025392,0.0706004214198463,0.03519296140771846,0.5048990201959608,,,,,,,
train,li_area,1.0,LiPDOS_031.00_032.00THz,31.0,32.0,31.5,214,log1p,-0.2502786301753491,-0.42336953,-0.11290158,0.0002165707229238594,0.000721902409746198,0.0015996800639872025,0.029994001199760048,-0.21457380670574247,-0.33841705,-0.08818719,0.0015917295774508509,0.0036732221018096556,0.0013997200559888023,0.03439312137572485,,,,,,,
train,li_area,1.0,LiPDOS_032.00_033.00THz,32.0,33.0,32.5,214,log1p,-0.12600261193203102,-0.37657237,-0.011225293,0.06579716372862572,0.1644929093215643,0.052189562087582485,0.7400519896020796,-0.1703475525721045,-0.3034138,-0.030459067,0.012572930623708858,0.026012959911121777,0.01279744051189762,0.21255748850229955,,,,,,,
train,li_area,1.0,LiPDOS_033.00_034.00THz,33.0,34.0,33.5,214,log1p,0.041145531508772766,-0.067185774,0.14900231,0.5494159643012881,0.7492035876835748,0.5656868626274745,1.0,-0.08295464074482661,-0.2152399,0.04723491,0.22685561869865456,0.32407945528379223,0.23015396920615877,0.9952009598080384,,,,,,,
train,li_area,1.0,LiPDOS_034.00_035.00THz,34.0,35.0,34.5,214,log1p,0.10978282603270242,0.012123385,0.1929554,0.10928339772207576,0.2521924562817133,0.11377724455108978,0.883623275344931,-0.012066459279556206,-0.14184429,0.10925746,0.8606949179584014,0.8752829674153235,0.8612277544491101,1.0,,,,,,,
train,li_area,1.0,LiPDOS_035.00_036.00THz,35.0,36.0,35.5,214,log1p,0.020003549148416594,-0.09815837,0.13093555,0.7710957301594884,0.8438838820844548,0.7704459108178364,1.0,-0.006662412325063917,-0.13049929,0.117351554,0.9228114177800468,0.9228114177800468,0.9248150369926015,1.0,,,,,,,
train,li_area,1.0,LiPDOS_036.00_037.00THz,36.0,37.0,36.5,214,log1p,0.029069999309330342,-0.074701734,0.15669204,0.6724002295982672,0.8170367107975656,0.6822635472905418,1.0,0.0653414539866291,-0.060404167,0.1879869,0.34146138287060657,0.45528184382747544,0.34693061387722457,1.0,,,,,,,
train,li_area,1.0,LiPDOS_037.00_038.00THz,37.0,38.0,37.5,214,log1p,-0.014663195544990588,-0.21047418,0.04122841,0.8311247956434741,0.8904908524751508,0.8634273145370925,1.0,0.03405360069522465,-0.0911328,0.16074224,0.6203267730053226,0.6529755505319186,0.6094781043791242,1.0,,,,,,,
train,li_area,1.0,LiPDOS_038.00_039.00THz,38.0,39.0,38.5,214,log1p,-0.03355699301964635,-0.26614302,0.007488178,0.6254373051212929,0.8157877892886429,0.6882623475304939,1.0,-0.13642552101472294,-0.24098366,-0.0094147995,0.04622048858677828,0.08666341610020928,0.04079184163167367,0.5890821835632873,,,,,,,
train,li_area,1.0,LiPDOS_039.00_040.00THz,39.0,40.0,39.5,214,log1p,-0.08099946032079874,-0.22122777,0.009146945,0.23803210585158868,0.4607073016482361,0.22195560887822435,0.9976004799040192,-0.11214465335118504,-0.21329634,0.006360464,0.10182044195919764,0.1640783759853058,0.10597880423915217,0.8762247550489902,,,,,,,
train,li_area,1.0,LiPDOS_040.00_041.00THz,40.0,41.0,40.5,214,log1p,-0.009751088372806626,-0.2619275,0.010789155,0.8872268980374971,0.902264642072031,0.9160167966406718,1.0,-0.11273163550001881,-0.21364406,0.0047683534,0.1000296480711685,0.1640783759853058,0.10417916416716656,0.8700259948010398,,,,,,,
train,li_area,1.0,LiPDOS_041.00_042.00THz,41.0,42.0,41.5,214,log1p,-0.024354673208470446,-0.20603345,0.0065225456,0.7231560083589561,0.8344107788757186,0.77124575084983,1.0,-0.11242314853128865,-0.21314467,0.0063246153,0.1009676609760448,0.1640783759853058,0.10557888422315537,0.8754249150169966,,,,,,,
train,li_area,1.0,LiPDOS_042.00_043.00THz,42.0,43.0,42.5,214,log1p,-0.12828908888558013,-0.22531645,-0.014694469,0.06100424316996518,0.15914150392164828,0.05138972205558888,0.713257348530294,-0.11690395607217509,-0.22024862,0.01855091,0.0880088788589205,0.15562653703572588,0.08838232353529295,0.8250349930013997,,,,,,,
train,li_area,1.0,LiPDOS_043.00_044.00THz,43.0,44.0,43.5,214,log1p,-0.09748711686930857,-0.18401569,-0.01805931,0.15527365805995508,0.31652271365584295,0.13957208558288342,0.9566086782643471,-0.11683840201433716,-0.22039844,0.018158695,0.08818837098691133,0.15562653703572588,0.08818236352729454,0.8254349130173965,,,,,,,
train,li_area,1.0,LiPDOS_044.00_045.00THz,44.0,45.0,44.5,214,log1p,-0.02701123037819203,-0.14845653,0.03506879,0.694395077466742,0.8170367107975656,0.7358528294341132,1.0,-0.06132816232372632,-0.15589063,0.039687276,0.3719965194741375,0.48521285148800536,0.36892621475704857,1.0,,,,,,,
train,li_area,1.0,LiPDOS_045.00_046.00THz,45.0,46.0,45.5,214,log1p,0.0021914134624526523,-0.12849686,0.034761734,0.9745758063428058,0.9745758063428058,0.9816036792641472,1.0,-0.08939110708688787,-0.171875,0.0030868072,0.19270124862907756,0.28905187294361634,0.19636072785442912,0.9896020795840832,,,,,,,
