split,representation,bin_width_THz,feature,bin_low_THz,bin_high_THz,bin_center_THz,n,transform,pearson_r,pearson_ci95_low,pearson_ci95_high,pearson_p_analytic,pearson_p_fdr,pearson_p_permutation,pearson_p_maxT,spearman_rho,spearman_ci95_low,spearman_ci95_high,spearman_p_analytic,spearman_p_fdr,spearman_p_permutation,spearman_p_maxT,mutual_information,mi_p_permutation,mi_p_maxT,distance_correlation,linear_cv_R2,spline_cv_R2,nonlinear_spline_gain_R2
train,total_shape,0.5,totalDOS_000.00_000.50THz,0.0,0.5,0.25,214,none,0.07630589479289171,0.021147033,0.14479747,0.26642103199309075,0.4836566426951494,0.2673465306938612,1.0,0.2735353973945965,0.14003941,0.40420428,4.999288244255076e-05,0.00017876242812790878,0.0001999600079984003,0.002999400119976005,,,,,,,
train,total_shape,0.5,totalDOS_000.50_001.00THz,0.5,1.0,0.75,214,none,0.16959732510825884,0.11633774,0.34956315,0.01297375619276632,0.034793255244236945,0.016196760647870425,0.5000999800039992,0.4183529035323205,0.2891753,0.53151065,1.7810400182731155e-10,1.7513560179685634e-09,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_001.00_001.50THz,1.0,1.5,1.25,214,none,0.31055947347199053,0.23434097,0.43244195,3.629923485497326e-06,2.3796165071593578e-05,0.0003999200159968006,0.0027994401119776045,0.4678518678686191,0.3491897,0.57152104,4.885985999387858e-13,1.2506229965084167e-11,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_001.50_002.00THz,1.5,2.0,1.75,214,none,0.3985196645991659,0.29115298,0.5047055,1.4655232466064007e-09,2.8821957183259212e-08,0.0001999600079984003,0.0001999600079984003,0.4702619091525335,0.3580931,0.57339543,3.575765533562217e-13,1.2506229965084167e-11,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_002.00_002.50THz,2.0,2.5,2.25,214,none,0.42807736985770234,0.3191538,0.53059506,6.019399087510329e-11,1.775722730815547e-09,0.0001999600079984003,0.0001999600079984003,0.4444332994496574,0.32282883,0.54846287,8.964704799626099e-12,1.467523856600091e-10,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_002.50_003.00THz,2.5,3.0,2.75,214,none,0.4309262105009251,0.3310729,0.529946,4.351776693581141e-11,1.7116988328085821e-09,0.0001999600079984003,0.0001999600079984003,0.4762202369429126,0.36454287,0.57566255,1.635206903560835e-13,9.647720731008926e-12,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_003.00_003.50THz,3.0,3.5,3.25,214,none,0.32424766317056986,0.19809796,0.46015623,1.2524694846727186e-06,1.1368569168567754e-05,0.0001999600079984003,0.0015996800639872025,0.41942866166515064,0.29974997,0.5262193,1.5823170635178184e-10,1.6973946681372962e-09,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_003.50_004.00THz,3.5,4.0,3.75,214,none,0.16419954796718528,0.054426804,0.2737522,0.016203225232298234,0.04156479516111286,0.01919616076784643,0.5636872625474905,0.22514404735451474,0.09201265,0.34216484,0.0009099832233657869,0.002753282573260586,0.0011997600479904018,0.039192161567686463,,,,,,,
train,total_shape,0.5,totalDOS_004.00_004.50THz,4.0,4.5,4.25,214,none,0.07181879044124512,-0.031571236,0.18438756,0.29564594593497073,0.5130326708871551,0.31073785242951407,1.0,0.1311653022709136,-0.006016033,0.2689514,0.05538673944624738,0.11466026762556475,0.05698860227954409,0.8644271145770845,,,,,,,
train,total_shape,0.5,totalDOS_004.50_005.00THz,4.5,5.0,4.75,214,none,0.16605736920494646,0.060595002,0.27746692,0.015020240897452023,0.03938640946442975,0.014797040591881624,0.5456908618276345,0.2700581746372253,0.14734782,0.3907135,6.27862392465052e-05,0.00021790518326728273,0.0003999200159968006,0.0033993201359728054,,,,,,,
train,total_shape,0.5,totalDOS_005.00_005.50THz,5.0,5.5,5.25,214,none,0.22836474077818444,0.13343714,0.32454705,0.000763477103274545,0.0028519279011572757,0.0009998000399920016,0.1297740451909618,0.31957132702631186,0.1985158,0.43124604,1.8122538703251615e-06,7.637355596370324e-06,0.0001999600079984003,0.0003999200159968006,,,,,,,
train,total_shape,0.5,totalDOS_005.50_006.00THz,5.5,6.0,5.75,214,none,0.22419912305656736,0.115219824,0.3284101,0.0009576361662457291,0.003424274776272607,0.0007998400319936012,0.14237152569486103,0.29509344334806553,0.17477216,0.41392216,1.1350108107148938e-05,4.320363731108305e-05,0.0001999600079984003,0.0005998800239952009,,,,,,,
train,total_shape,0.5,totalDOS_006.00_006.50THz,6.0,6.5,6.25,214,none,0.2846113124641861,0.18205123,0.386143,2.3696794311868485e-05,0.00012710098767274914,0.0001999600079984003,0.009398120375924815,0.347169800101135,0.22957748,0.45341715,1.8688866440163425e-07,9.188692666413684e-07,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_006.50_007.00THz,6.5,7.0,6.75,214,none,0.30789834390887233,0.19935253,0.41694763,4.437175286385761e-06,2.7557193883869463e-05,0.0001999600079984003,0.0027994401119776045,0.3692007943012857,0.24727462,0.48296472,2.5878842913868627e-08,1.5268517319182492e-07,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_007.00_007.50THz,7.0,7.5,7.25,214,none,0.3255875634621983,0.20512857,0.4400888,1.1253707347199282e-06,1.1066145558079294e-05,0.0001999600079984003,0.0011997600479904018,0.35546026034746564,0.23359226,0.4725,9.038184638925721e-08,4.84775357906016e-07,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_007.50_008.00THz,7.5,8.0,7.75,214,none,0.3132261224810294,0.17694639,0.44458306,2.962471769291338e-06,2.1848229298523618e-05,0.0001999600079984003,0.0021995600879824036,0.30341280294022555,0.16860102,0.41897035,6.197157359317555e-06,2.5216019599981774e-05,0.0001999600079984003,0.0003999200159968006,,,,,,,
train,total_shape,0.5,totalDOS_008.00_008.50THz,8.0,8.5,8.25,214,none,0.2462589205468491,0.09222676,0.3722057,0.00027525771006367767,0.001202978140278295,0.0005998800239952009,0.06958608278344332,0.19075041803028453,0.049868308,0.3199398,0.005112648487067329,0.013115054814650974,0.004999000199960008,0.1835632873425315,,,,,,,
train,total_shape,0.5,totalDOS_008.50_009.00THz,8.5,9.0,8.75,214,none,0.03071231837691931,-0.09164923,0.16900581,0.6550508778255443,0.8036944115399393,0.6514697060587883,1.0,0.01615168745561842,-0.11929147,0.15451214,0.8142783659509807,0.8503083821435019,0.8098380323935213,1.0,,,,,,,
train,total_shape,0.5,totalDOS_009.00_009.50THz,9.0,9.5,9.25,214,none,0.07562140356803404,-0.042536214,0.18920031,0.27074679717067096,0.4840624555475633,0.26814637072585484,1.0,0.09136779289230522,-0.03433886,0.2205848,0.18300673784283367,0.2918215549385726,0.1845630873825235,0.9996000799840032,,,,,,,
train,total_shape,0.5,totalDOS_009.50_010.00THz,9.5,10.0,9.75,214,none,0.09097763431394063,-0.018740205,0.21584408,0.18489124252384426,0.3636194436302271,0.1829634073185363,0.9996000799840032,0.11938590978635709,-0.013357648,0.24390838,0.08142557751904508,0.16285115503809017,0.07718456308738253,0.9466106778644271,,,,,,,
train,total_shape,0.5,totalDOS_010.00_010.50THz,10.0,10.5,10.25,214,none,0.10327629719832825,-0.013447189,0.21326408,0.13207147919997136,0.27829347402851107,0.13877224555088982,0.997000599880024,0.09250481322586507,-0.043895688,0.21781217,0.17759548452478982,0.28707215306746847,0.1749650069986003,0.9996000799840032,,,,,,,
train,total_shape,0.5,totalDOS_010.50_011.00THz,10.5,11.0,10.75,214,none,0.16360431950004736,0.04019086,0.29573357,0.01659906099118058,0.04167423823317678,0.016596680663867228,0.5722855428914218,0.20408406026322726,0.06807544,0.33158588,0.0027029773935872163,0.007248893919165716,0.0033993201359728054,0.11157768446310738,,,,,,,
train,total_shape,0.5,totalDOS_011.00_011.50THz,11.0,11.5,11.25,214,none,-0.013460162144816866,-0.14513457,0.122426994,0.8447973817106208,0.9222736916767112,0.8404319136172765,1.0,0.014102495752055506,-0.13056001,0.15745316,0.8374911504537166,0.859338745682944,0.8370325934813038,1.0,,,,,,,
train,total_shape,0.5,totalDOS_011.50_012.00THz,11.5,12.0,11.75,214,none,-0.10397101011197908,-0.24647106,0.039745543,0.12947670673842876,0.2777863890024472,0.13517296540691862,0.9966006798640272,-0.07321150745302757,-0.21514407,0.06849485,0.2863554953994732,0.4120725421602175,0.28274345130973805,1.0,,,,,,,
train,total_shape,0.5,totalDOS_012.00_012.50THz,12.0,12.5,12.25,214,none,-0.09383599758938341,-0.24452777,0.05301162,0.17141158422902142,0.34282316845804284,0.17076584683063387,0.9996000799840032,-0.06697444331891955,-0.19703487,0.07216607,0.32950635009516505,0.4521133640840637,0.32313537292541494,1.0,,,,,,,
train,total_shape,0.5,totalDOS_012.50_013.00THz,12.5,13.0,12.75,214,none,-0.17348116898000293,-0.32447678,-0.010291247,0.011014041092061059,0.030944210687219167,0.010597880423915218,0.45770845830833834,-0.13683512109398924,-0.26412418,0.0012870607,0.04556337428681853,0.09775414846990158,0.04879024195160968,0.8038392321535693,,,,,,,
train,total_shape,0.5,totalDOS_013.00_013.50THz,13.0,13.5,13.25,214,none,-0.32730862331089206,-0.4478896,-0.19982103,9.801156441637206e-07,1.0513967819210821e-05,0.0001999600079984003,0.0011997600479904018,-0.35097097014880496,-0.4632888,-0.22215672,1.3429171089619188e-07,6.889748645978539e-07,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,total_shape,0.5,totalDOS_013.50_014.00THz,13.5,14.0,13.75,214,none,-0.23576250620552025,-0.38282758,-0.09591721,0.0005054269815418697,0.0019880127940646876,0.0005998800239952009,0.10177964407118577,-0.25954074699596835,-0.38209862,-0.13152452,0.00012276535434599706,0.0004023975503563237,0.0003999200159968006,0.006998600279944011,,,,,,,
