split,representation,bin_width_THz,feature,bin_low_THz,bin_high_THz,bin_center_THz,n,transform,pearson_r,pearson_ci95_low,pearson_ci95_high,pearson_p_analytic,pearson_p_fdr,pearson_p_permutation,pearson_p_maxT,spearman_rho,spearman_ci95_low,spearman_ci95_high,spearman_p_analytic,spearman_p_fdr,spearman_p_permutation,spearman_p_maxT,mutual_information,mi_p_permutation,mi_p_maxT,distance_correlation,linear_cv_R2,spline_cv_R2,nonlinear_spline_gain_R2
train,host_shape,0.5,paired_000.00_000.50THz,0.0,0.5,0.25,214,none,0.09724711653613814,0.046200223,0.16928981,0.15629797109286886,0.3235642208589215,0.15376924615076984,0.9984003199360127,0.2794777971032822,0.1433288,0.4104254,3.362611991550205e-05,0.00013682352241480144,0.0001999600079984003,0.0021995600879824036,,,,,,,
train,host_shape,0.5,paired_000.50_001.00THz,0.5,1.0,0.75,214,none,0.19964162970918803,0.14471205,0.3781302,0.0033572139052230033,0.011318606880466126,0.008998200359928014,0.2533493301339732,0.42054301476516087,0.29224017,0.53251976,1.399194330851915e-10,1.3758744253377164e-09,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,host_shape,0.5,paired_001.00_001.50THz,1.0,1.5,1.25,214,none,0.3436492821337176,0.26060224,0.4527221,2.528353376056179e-07,2.7432781799310626e-06,0.0001999600079984003,0.0005998800239952009,0.45935974985193856,0.3418691,0.5620202,1.4398600840155612e-12,2.8317248318972703e-11,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,host_shape,0.5,paired_001.50_002.00THz,1.5,2.0,1.75,214,none,0.41442003002094524,0.30955368,0.5177879,2.735108692695568e-10,6.4548565147615404e-09,0.0001999600079984003,0.0001999600079984003,0.4781438591166521,0.36626783,0.5813791,1.2660702294578598e-13,4.4197692690507145e-12,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,host_shape,0.5,paired_002.00_002.50THz,2.0,2.5,2.25,214,none,0.43804104678716543,0.33317322,0.5365856,1.909950195433609e-11,7.512470768705528e-10,0.0001999600079984003,0.0001999600079984003,0.45264054985143704,0.33283904,0.555391,3.3160367152918232e-12,4.8911541550554394e-11,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,host_shape,0.5,paired_002.50_003.00THz,2.5,3.0,2.75,214,none,0.4211273673767246,0.31027436,0.54933697,1.311563633508344e-10,3.869112718849615e-09,0.0001999600079984003,0.0001999600079984003,0.4871291350473009,0.37700564,0.5835478,3.7508576764270836e-14,2.2130060290919795e-12,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,host_shape,0.5,paired_003.00_003.50THz,3.0,3.5,3.25,214,none,0.34351585953760855,0.22412302,0.4708014,2.557293218579804e-07,2.7432781799310626e-06,0.0001999600079984003,0.0005998800239952009,0.45589110375394076,0.34154052,0.5604881,2.219925778526878e-12,3.7421605980881654e-11,0.0001999600079984003,0.0001999600079984003,,,,,,,
train,host_shape,0.5,paired_003.50_004.00THz,3.5,4.0,3.75,214,none,0.12172466097422242,0.020412287,0.22511631,0.07559091426499591,0.1820352629238677,0.08498300339932013,0.9580083983203359,0.17326996099032185,0.05006564,0.28887957,0.0111134811640085,0.028508495159847887,0.010397920415916816,0.32473505298940214,,,,,,,
train,host_shape,0.5,paired_004.00_004.50THz,4.0,4.5,4.25,214,none,0.025924684288649597,-0.07623946,0.13287485,0.7061084815687519,0.808939813836046,0.7218556288742252,1.0,0.03719758432079252,-0.08581107,0.16248779,0.5884014134791185,0.6255078089237475,0.5956808638272345,1.0,,,,,,,
train,host_shape,0.5,paired_004.50_005.00THz,4.5,5.0,4.75,214,none,0.06832947466188456,-0.04067067,0.1846229,0.31979319999786077,0.5399628095593807,0.3277344531093781,1.0,0.1412306246640792,0.016599337,0.26793545,0.0389908314258145,0.08071786154817738,0.03479304139172166,0.7358528294341132,,,,,,,
train,host_shape,0.5,paired_005.00_005.50THz,5.0,5.5,5.25,214,none,0.07445618731327218,-0.028317515,0.1831148,0.27822000496647653,0.4897410458725027,0.28594281143771244,1.0,0.1496529499802464,0.023805078,0.2729609,0.028614832114225885,0.06139182162688463,0.022595480903819236,0.6244751049790042,,,,,,,
